"","site","latitude","longitude","easting","northing","region","rainfall_total","rainfall_total_avg_past5years","rainfall_total_medianhistoric","historic_ratio","summary_at"
"39","HY Tapawera at WWTP",-41.38490989,172.81869477,1584840.99975892,5418497.00036123,"nelsontasman",298.9,298.9,298.9,1,"20220830T161515"
"40","HY Wai-iti at Belgrove",-41.45536724,172.95803403,1596495.00005276,5410690.00020855,"nelsontasman",234,102.156333333333,85.11,2.74938315121607,"20220830T161515"
"41","HY Wai-iti at Birds",-41.42307963,173.06986475,1605838.00031925,5414273.00040631,"nelsontasman",220,100.002195121951,88.55,2.48447204968944,"20220830T161515"
"42","HY Waimea at TDC Nursery",-41.31367862,173.12623421,1610566.00003528,5426413.00045514,"nelsontasman",255.5,97.1317647058824,72.36,3.53095632946379,"20220830T161515"
"43","HY Waingaro at Hanging Rock",-40.94025713,172.75064585,1579010.00039466,5467844.99954353,"nelsontasman",426.86,292.344705882353,277.31,1.53928816126357,"20220830T161515"
"44","HY Wairoa at Haycock Rd",-41.39193895,173.13283275,1611105.00025906,5417724.00010519,"nelsontasman",249.92,161.66,189.66,1.31772645787198,"20220830T161515"
"45","HY Wairoa at Little Ben",-41.4660541,173.09562148,1607985.00023483,5409499.99976141,"nelsontasman",267.5,108.184146341463,100.38,2.66487348077306,"20220830T161515"
"46","HY Wakapuaka at Fire Station",-41.21303746,173.39792321,1633358.0003633,5437516.99960034,"nelsontasman",266.85,183.328571428571,224.98,1.18610543159392,"20220830T161515"
"47","HY Wangapeka at Biggs Tops",-41.41733899,172.40002877,1549860.99996982,5414739.00047283,"nelsontasman",471,307.317352941176,285.885,1.64751560942337,"20220830T161515"
"48","HY Wangapeka at Walter Peak",-41.33998227,172.7653103,1580364.00002367,5423474.00022266,"nelsontasman",332,131.713142857143,127.91,2.59557501368149,"20220830T161515"
"49","Awatere at Awapiri",-41.83477611,173.73081669,1660681.00034428,5368310.00048842,"marlborough",151.5,85.7279310344828,59,2.56779661016949,"20220830T161515"
"50","Awatere Glenbrae NRFA",-41.65152277,174.05015719,1687444.99968608,5388380.99949193,"marlborough",168.6,62.7333333333333,52.4,3.2175572519084,"20220830T161515"
"51","Beneagle at Farm Stream",-41.58915653,173.9841186,1682024.99965165,5395369.99999684,"marlborough",251.24,101.194285714286,92.5,2.71610810810811,"20220830T161515"
"52","Blenheim at MDC Office",-41.51167038,173.95492702,1679687.00001699,5404000.00050345,"marlborough",219.5,68.15,50.75,4.32512315270936,"20220830T161515"
"53","Branch at Branch Recorder",-41.70107442,173.18354863,1615271.99970437,5383395.99975944,"marlborough",236.04,106.443409090909,90.2,2.61685144124169,"20220830T161515"
"54","Flaxbourne at Corrie Downs",-41.80297379,174.13266349,1694093.99981284,5371478.9999959,"marlborough",267.41,73.916875,50.765,5.26760563380282,"20220830T161515"
"55","Kaituna Rainfall at Higgins Bridge",-41.31103626,173.77418073,1664803.00040285,5426425.00008723,"marlborough",287,156,137,2.09489051094891,"20220830T161515"
"56","Kenepuru Head NRFA",-41.15792839,174.13257009,1695024.00018492,5443092.99993302,"marlborough",469.2,206.930769230769,191.6,2.44885177453027,"20220830T161515"
"57","Koromiko NRFA",-41.34206742,173.96170794,1680462.00020181,5422823.00038853,"marlborough",337,228.366666666667,192.7,1.74883238194084,"20220830T161515"
"58","Lansdowne NRFA",-41.58717814,173.53124809,1644279.99969604,5395921.00009484,"marlborough",297.6,119.955555555556,109.4,2.72029250457038,"20220830T161515"
"59","Malings",-42.21730244,172.65240331,1571311.0004082,5326038.0003708,"marlborough",200.5,198.5,203.25,0.986469864698647,"20220830T161515"
"60","Mid Awatere Valley NRFA",-41.8886627,173.62579244,1651917.00000722,5362396.00018869,"marlborough",180.8,115.933333333333,112,1.61428571428571,"20220830T161515"
"61","Molesworth NRFA",-42.08543727,173.26000288,1621503.99984811,5340705.00016325,"marlborough",152.4,73.9,73.2,2.08196721311475,"20220830T161515"
"62","Omaka at Ramshead Saddle",-41.69689019,173.74738829,1662189.9997942,5383606.9996683,"marlborough",210.01,87.5446875,66.75,3.14621722846442,"20220830T161515"
"63","Onamalutu at Bartletts Creek Saddle",-41.48004061,173.64641151,1653967.99993151,5407749.99961724,"marlborough",458.64,166.141875,112.5,4.0768,"20220830T161515"
"64","Onamalutu at Hilltop Road NRFA",-41.44463953,173.72670928,1660704.99964852,5411627.00020493,"marlborough",462,193.533333333333,162.6,2.84132841328413,"20220830T161515"
"65","Picton Climate at Waitohi Domain",-41.29043927,174.0024981,1683941.00008001,5428515.99982556,"marlborough",261.64,186.0225,202.175,1.29412637566465,"20220830T161515"
"66","Pudding Hill NRFA",-42.21119707,173.07002393,1605779.99987428,5326772.00054466,"marlborough",98.2,82.2,98.2,1,"20220830T161515"
"67","Rai at Rai Falls",-41.28420906,173.57471142,1648126.0002708,5429533.00055143,"marlborough",394.2,196.136956521739,168,2.34642857142857,"20220830T161515"
"68","Rai Valley NRFA",-41.21450897,173.62446543,1652347.9995907,5437242.00035474,"marlborough",418.8,241.38,281.5,1.48774422735346,"20220830T161515"
"69","Rarangi at Driving Range",-41.40265282,174.04127111,1687038.00016413,5416020.00006937,"marlborough",309.64,100.518461538462,74,4.18432432432432,"20220830T161515"
"70","Red Hills",-41.70015196,173.03771395,1603137.99974516,5383514.00037847,"marlborough",235.5,115.774117647059,106.01,2.22148853881709,"20220830T161515"
"71","St Arnaud NRFA",-41.80435253,172.8429533,1586953.9996068,5371934.00009066,"marlborough",208.4,149.688888888889,186.6,1.11682743837085,"20220830T161515"
"72","Taylor at Taylor Pass Landfill",-41.56407676,173.93270765,1677769.99977907,5398202.0005419,"marlborough",226.48,70.663125,48.5,4.66969072164948,"20220830T161515"
"73","Taylor at Tinpot",-41.62887685,173.88335201,1673580.99999981,5391050.99958108,"marlborough",309.81,103.4414,81.105,3.81986314037359,"20220830T161515"
"74","Te Rapa",-41.88979678,174.08146118,1689718.99967724,5361894.00033519,"marlborough",367.33,94.5815384615385,75.5,4.86529801324503,"20220830T161515"
"75","Top Valley at Staircase Ridge",-41.56538793,173.37093347,1630927.99993752,5398409.9997548,"marlborough",388.45,146.819459459459,121.5,3.19711934156379,"20220830T161515"
"76","Tor Darroch NRFA",-41.70555339,173.50666814,1642154.00003042,5382791.00013327,"marlborough",247.8,109.755555555556,105,2.36,"20220830T161515"
"77","Tunakino",-41.1561398,173.65494681,1654951.9997424,5443703.00016949,"marlborough",431.08,227.81575,170.75,2.52462664714495,"20220830T161515"
"78","Upper Clarence NRFA",-42.21155973,173.41687461,1634410.00039787,5326650.00039829,"marlborough",92.6,71.4285714285714,81.6,1.13480392156863,"20220830T161515"
"79","Waihopai at Craiglochart",-41.62036754,173.68945125,1657436.99988482,5392143.00013274,"marlborough",206.18,64.5354285714286,49.5,4.16525252525253,"20220830T161515"
"80","Waihopai at Spray Confluence",-41.73038525,173.46861471,1638972.99974913,5380051.9997235,"marlborough",216.5,83.2157142857143,81.5,2.65644171779141,"20220830T161515"
"81","Waikakaho",-41.43138147,173.89755697,1674992.00037843,5412964.99945299,"marlborough",357.46,132.538333333333,91.75,3.89602179836512,"20220830T161515"
"82","Waikawa at Boons Valley",-41.29837722,174.0437912,1687388.00021702,5427594.00052937,"marlborough",138.5,172.781923076923,154.5,0.896440129449838,"20220830T161515"
"83","Wairau at Narrows",-41.51603498,173.69715129,1658172.00000798,5403720.99949673,"marlborough",291.5,112.3812,79.5,3.66666666666667,"20220830T161515"
"84","Wairau Valley at Southwold",-41.54499954,173.575624,1648010.00031744,5400580.00029278,"marlborough",294.75,97.6074,88.455,3.33220281499067,"20220830T161515"
"85","Wakamarina at Twin Falls",-41.3298228,173.66212055,1655407.00023893,5424416.99949464,"marlborough",318.13,180.6209375,142.05,2.23956353396691,"20220830T161515"
"86","Ward NRFA",-41.83861546,174.0772266,1689438.99986067,5367580.99986735,"marlborough",294,93.55,58.8,5,"20220830T161515"
"87","Wye at Charlies Rest",-41.70550427,173.31012606,1625802.00019197,5382873.99945477,"marlborough",215.18,88.9097727272727,72.25,2.97826989619377,"20220830T161515"
"88","Ahaura Rv @ Gorge WCRC",-42.43452185,171.7306149,1495590.00027764,5301196.99951559,"westcoast",256.5,177.059,163.435,1.56943127237128,"20220830T161515"
"89","Arnold Rv @ Moana",-42.57714236,171.479685,1475234.00020359,5285020.99946149,"westcoast",271,229.720555555556,230,1.17826086956522,"20220830T161515"
"90","Buller Rv @ Bald Hill",-41.80666803,171.57903321,1481961.99992449,5370713.00047334,"westcoast",255.5,295.5,310.75,0.822204344328238,"20220830T161515"
"91","Buller Rv @ Three Channel Flat",-41.85119853,171.98310787,1515587.0000385,5366245.00046609,"westcoast",318,286.625,295.5,1.0761421319797,"20220830T161515"
"92","Cropp Rv @ Base OTA",-43.07592803,170.96413412,1434261.99998615,5228742.0000647,"westcoast",1004.41,970.335,955.56,1.05112185524718,"20220830T161515"
"93","Grey Rv @ Conical Hill new",-42.36780072,171.9951347,1517259.9997401,5308897.00011533,"westcoast",183.5,192.75,207.5,0.88433734939759,"20220830T161515"
"94","Grey Rv @ Haupiri",-42.59546333,171.72344047,1495268.99991864,5283317.00030224,"westcoast",350,278.125,265.75,1.3170272812794,"20220830T161515"
"95","Grey Rv @ Ngahere",-42.39638682,171.4372183,1471378.99988192,5305028.99988649,"westcoast",324.5,292.25,312.5,1.0384,"20220830T161515"
"96","Grey Rv @ WCRC Office2",-42.49880151,171.17315402,1449890.00033893,5293223.00020702,"westcoast",238,266.5,272.5,0.873394495412844,"20220830T161515"
"97","Haast Rv @ Deelaw",-43.89998075,169.14675768,1290542.00006608,5132015.00002313,"westcoast",449.5,493.335,479.17,0.93808043074483,"20220830T161515"
"98","Haast Rv @ Roaring Billy WCRC",-43.94249579,169.29806163,1302905.99980475,5127849.00043909,"westcoast",327.5,496.0975,518.945,0.631088072917169,"20220830T161515"
"99","Hokitika Rv @ Colliers Ck",-42.98914446,170.9949069,1436537.00026185,5238439.99961704,"westcoast",818.5,732.375,761.75,1.0744995077125,"20220830T161515"
"100","Hokitika Rv @ Gorge WCRC",-42.95530492,171.02078228,1438557.99978904,5242247.99985215,"westcoast",604.5,542.5,580.75,1.04089539388721,"20220830T161515"
"101","Inangahua Rv @ Landing",-41.91135934,171.89402319,1508278.00039882,5359474.00029339,"westcoast",300.5,269.625,302.75,0.992568125516102,"20220830T161515"
"102","Karamea Rv @ Garibaldi",-41.23477402,172.41271509,1550783.99985464,5435014.00040059,"westcoast",575.05,500.8875,498.775,1.1529246654303,"20220830T161515"
"103","Karamea Rv @ Township",-41.24518178,172.13004649,1527107.00009861,5433660.00005989,"westcoast",237,215.75,222.25,1.06636670416198,"20220830T161515"
"104","Maruia Rv @ Springs Junction",-42.3340597,172.18017381,1532460.00030362,5312806.9998212,"westcoast",233,248.625,257.25,0.905733722060253,"20220830T161515"
"105","Mawheraiti Rv @ Atarau Br",-42.27241154,171.66909483,1490247.99983837,5319119.99944583,"westcoast",242.67,201.4175,225.085,1.0781260412733,"20220830T161515"
"106","Mokihinui Rv @ Stoney Ck",-41.57110997,172.25056099,1537517.99978653,5397570.00023345,"westcoast",576,481.125,494,1.16599190283401,"20220830T161515"
"107","Orikaka Rv @ Plateau Stm",-41.7236643,171.93663422,1511554.00032764,5380357.99971899,"westcoast",452,507.875,467.5,0.966844919786096,"20220830T161515"
"108","Reefton @ Township",-42.11569947,171.860115,1505768.00004729,5336748.99968822,"westcoast",225.5,226.125,248.75,0.906532663316583,"20220830T161515"
"109","Ross @ Township",-42.9003443,170.82128998,1422127.00037543,5247949.00032053,"westcoast",440.5,389.125,420,1.04880952380952,"20220830T161515"
"110","Sirdar Ck @ Paparoa",-42.03307846,171.57654935,1482172.99971009,5345570.99952354,"westcoast",594.16,573.165,565.08,1.05146173993063,"20220830T161515"
"111","Styx Rv @ Mt Browning new",-42.90736017,171.29953093,1461187.99967079,5248070.00018409,"westcoast",909,744.25,738.5,1.23087339201083,"20220830T161515"
"112","Waiho Rv @ SH6",-43.39380089,170.18003091,1371617.00035479,5191590.00039056,"westcoast",565,532.75,550.75,1.02587380844303,"20220830T161515"
