site,date,rainfall_mm
HY Wai-iti at Belgrove,2018-07-18,0
HY Wai-iti at Belgrove,2018-07-19,0
HY Wai-iti at Belgrove,2018-07-20,0
HY Wai-iti at Belgrove,2018-07-21,11.592
HY Wai-iti at Belgrove,2018-07-22,4.536
HY Wai-iti at Belgrove,2018-07-23,2.52
HY Wai-iti at Belgrove,2018-07-24,3.528
HY Wai-iti at Belgrove,2018-07-25,0.504
HY Wai-iti at Belgrove,2018-07-26,1.008
HY Wai-iti at Belgrove,2018-07-27,0.504
HY Wai-iti at Belgrove,2018-07-28,0
HY Wai-iti at Belgrove,2018-07-29,2.016
HY Wai-iti at Belgrove,2018-07-30,0
HY Wai-iti at Belgrove,2018-07-31,0.504
HY Wai-iti at Belgrove,2018-08-01,0
HY Wai-iti at Belgrove,2018-08-02,12.096
HY Wai-iti at Belgrove,2018-08-03,0.504
HY Wai-iti at Belgrove,2018-08-04,0
HY Wai-iti at Belgrove,2018-08-05,0
HY Wai-iti at Belgrove,2018-08-06,0.504
HY Wai-iti at Belgrove,2018-08-07,0
HY Wai-iti at Belgrove,2018-08-08,32.256
HY Wai-iti at Belgrove,2018-08-09,0
HY Wai-iti at Belgrove,2018-08-10,0
HY Wai-iti at Belgrove,2018-08-11,0
HY Wai-iti at Belgrove,2018-08-12,0
HY Wai-iti at Belgrove,2018-08-13,0
HY Wai-iti at Belgrove,2018-08-14,9.576
HY Wai-iti at Belgrove,2018-08-15,0
HY Wai-iti at Belgrove,2018-08-16,1.008
HY Wai-iti at Belgrove,2018-08-17,1.008
HY Wai-iti at Belgrove,2018-08-18,0.504
HY Wai-iti at Belgrove,2018-08-19,0
HY Wai-iti at Belgrove,2018-08-20,29.232
HY Wai-iti at Belgrove,2018-08-21,5.544
HY Wai-iti at Belgrove,2018-08-22,0.504
HY Wai-iti at Belgrove,2018-08-23,0
HY Wai-iti at Belgrove,2018-08-24,0
HY Wai-iti at Belgrove,2018-08-25,0
HY Wai-iti at Belgrove,2018-08-26,0
HY Wai-iti at Belgrove,2018-08-27,0
HY Wai-iti at Belgrove,2018-08-28,0
HY Wai-iti at Belgrove,2018-08-29,16.128
HY Wai-iti at Belgrove,2018-08-30,1.008
HY Wai-iti at Belgrove,2018-08-31,0
HY Wai-iti at Belgrove,2018-09-01,0
HY Wai-iti at Belgrove,2018-09-02,29.232
HY Wai-iti at Belgrove,2018-09-03,0.504
HY Wai-iti at Belgrove,2018-09-04,0
HY Wai-iti at Belgrove,2018-09-05,0
HY Wai-iti at Belgrove,2018-09-06,0
HY Wai-iti at Belgrove,2018-09-07,0
HY Wai-iti at Belgrove,2018-09-08,0
HY Wai-iti at Belgrove,2018-09-09,0
HY Wai-iti at Belgrove,2018-09-10,0
HY Wai-iti at Belgrove,2018-09-11,0
HY Wai-iti at Belgrove,2018-09-12,0
HY Wai-iti at Belgrove,2018-09-13,0
HY Wai-iti at Belgrove,2018-09-14,0
HY Wai-iti at Belgrove,2018-09-15,0
HY Wai-iti at Belgrove,2018-09-16,0
HY Wai-iti at Belgrove,2018-09-17,4.032
HY Wai-iti at Belgrove,2018-09-18,0
HY Wai-iti at Belgrove,2018-09-19,0
HY Wai-iti at Belgrove,2018-09-20,0
HY Wai-iti at Belgrove,2018-09-21,0
HY Wai-iti at Belgrove,2018-09-22,0
HY Wai-iti at Belgrove,2018-09-23,0
HY Wai-iti at Belgrove,2018-09-24,0
HY Wai-iti at Belgrove,2018-09-25,0
HY Wai-iti at Belgrove,2018-09-26,0
HY Wai-iti at Belgrove,2018-09-27,10.08
HY Wai-iti at Belgrove,2018-09-28,2.016
HY Wai-iti at Belgrove,2018-09-29,0
HY Wai-iti at Belgrove,2018-09-30,0
HY Wai-iti at Belgrove,2018-10-01,2.016
HY Wai-iti at Belgrove,2018-10-02,0
HY Wai-iti at Belgrove,2018-10-03,0
HY Wai-iti at Belgrove,2018-10-04,0
HY Wai-iti at Belgrove,2018-10-05,0
HY Wai-iti at Belgrove,2018-10-06,0
HY Wai-iti at Belgrove,2018-10-07,0
HY Wai-iti at Belgrove,2018-10-08,0
HY Wai-iti at Belgrove,2018-10-09,0
HY Wai-iti at Belgrove,2018-10-10,0
HY Wai-iti at Belgrove,2018-10-11,18.54
HY Wai-iti at Belgrove,2018-10-12,14.935
HY Wai-iti at Belgrove,2018-10-13,0
HY Wai-iti at Belgrove,2018-10-14,0
HY Wai-iti at Belgrove,2018-10-15,0.4095686
HY Wai-iti at Belgrove,2018-10-16,0.6204314
HY Wai-iti at Belgrove,2018-10-17,0
HY Wai-iti at Belgrove,2018-10-18,0
HY Wai-iti at Belgrove,2018-10-19,0
HY Wai-iti at Belgrove,2018-10-20,0
HY Wai-iti at Belgrove,2018-10-21,0
HY Wai-iti at Belgrove,2018-10-22,0
HY Wai-iti at Belgrove,2018-10-23,0
HY Wai-iti at Belgrove,2018-10-24,0
HY Wai-iti at Belgrove,2018-10-25,1.03
HY Wai-iti at Belgrove,2018-10-26,1.03
HY Wai-iti at Belgrove,2018-10-27,2.06
HY Wai-iti at Belgrove,2018-10-28,0
HY Wai-iti at Belgrove,2018-10-29,5.665
HY Wai-iti at Belgrove,2018-10-30,8.755
HY Wai-iti at Belgrove,2018-10-31,0
HY Wai-iti at Belgrove,2018-11-01,1.545
HY Wai-iti at Belgrove,2018-11-02,0
HY Wai-iti at Belgrove,2018-11-03,2.575
HY Wai-iti at Belgrove,2018-11-04,2.575
HY Wai-iti at Belgrove,2018-11-05,0
HY Wai-iti at Belgrove,2018-11-06,0
HY Wai-iti at Belgrove,2018-11-07,0
HY Wai-iti at Belgrove,2018-11-08,7.725
HY Wai-iti at Belgrove,2018-11-09,16.48
HY Wai-iti at Belgrove,2018-11-10,0
HY Wai-iti at Belgrove,2018-11-11,0
HY Wai-iti at Belgrove,2018-11-12,0
HY Wai-iti at Belgrove,2018-11-13,0
HY Wai-iti at Belgrove,2018-11-14,0
HY Wai-iti at Belgrove,2018-11-15,0
HY Wai-iti at Belgrove,2018-11-16,0
HY Wai-iti at Belgrove,2018-11-17,0
HY Wai-iti at Belgrove,2018-11-18,0
HY Wai-iti at Belgrove,2018-11-19,5.72
HY Wai-iti at Belgrove,2018-11-20,0
HY Wai-iti at Belgrove,2018-11-21,0
HY Wai-iti at Belgrove,2018-11-22,0
HY Wai-iti at Belgrove,2018-11-23,0
HY Wai-iti at Belgrove,2018-11-24,1.76
HY Wai-iti at Belgrove,2018-11-25,6.6
HY Wai-iti at Belgrove,2018-11-26,6.6
HY Wai-iti at Belgrove,2018-11-27,0.44
HY Wai-iti at Belgrove,2018-11-28,2.64
HY Wai-iti at Belgrove,2018-11-29,0
HY Wai-iti at Belgrove,2018-11-30,0.44
HY Wai-iti at Belgrove,2018-12-01,0.88
HY Wai-iti at Belgrove,2018-12-02,1.76
HY Wai-iti at Belgrove,2018-12-03,4.84
HY Wai-iti at Belgrove,2018-12-04,11.44
HY Wai-iti at Belgrove,2018-12-05,14.52
HY Wai-iti at Belgrove,2018-12-06,2.64
HY Wai-iti at Belgrove,2018-12-07,0
HY Wai-iti at Belgrove,2018-12-08,0
HY Wai-iti at Belgrove,2018-12-09,0
HY Wai-iti at Belgrove,2018-12-10,0
HY Wai-iti at Belgrove,2018-12-11,3.96
HY Wai-iti at Belgrove,2018-12-12,6.16
HY Wai-iti at Belgrove,2018-12-13,3.698
HY Wai-iti at Belgrove,2018-12-14,2.116
HY Wai-iti at Belgrove,2018-12-15,0
HY Wai-iti at Belgrove,2018-12-16,0
HY Wai-iti at Belgrove,2018-12-17,0
HY Wai-iti at Belgrove,2018-12-18,0
HY Wai-iti at Belgrove,2018-12-19,27.508
HY Wai-iti at Belgrove,2018-12-20,2.116
HY Wai-iti at Belgrove,2018-12-21,24.334
HY Wai-iti at Belgrove,2018-12-22,0
HY Wai-iti at Belgrove,2018-12-23,0
HY Wai-iti at Belgrove,2018-12-24,0
HY Wai-iti at Belgrove,2018-12-25,9.522
HY Wai-iti at Belgrove,2018-12-26,0
HY Wai-iti at Belgrove,2018-12-27,0
HY Wai-iti at Belgrove,2018-12-28,0
HY Wai-iti at Belgrove,2018-12-29,0
HY Wai-iti at Belgrove,2018-12-30,0
HY Wai-iti at Belgrove,2018-12-31,0
HY Wai-iti at Belgrove,2019-01-01,0
HY Wai-iti at Belgrove,2019-01-02,0
HY Wai-iti at Belgrove,2019-01-03,0
HY Wai-iti at Belgrove,2019-01-04,0
HY Wai-iti at Belgrove,2019-01-05,0
HY Wai-iti at Belgrove,2019-01-06,0
HY Wai-iti at Belgrove,2019-01-07,0
HY Wai-iti at Belgrove,2019-01-08,0
HY Wai-iti at Belgrove,2019-01-09,0
HY Wai-iti at Belgrove,2019-01-10,0.529
HY Wai-iti at Belgrove,2019-01-11,0
HY Wai-iti at Belgrove,2019-01-12,0
HY Wai-iti at Belgrove,2019-01-13,4.232
HY Wai-iti at Belgrove,2019-01-14,0.529
HY Wai-iti at Belgrove,2019-01-15,0
HY Wai-iti at Belgrove,2019-01-16,0
HY Wai-iti at Belgrove,2019-01-17,0
HY Wai-iti at Belgrove,2019-01-18,0
HY Wai-iti at Belgrove,2019-01-19,0
HY Wai-iti at Belgrove,2019-01-20,0
HY Wai-iti at Belgrove,2019-01-21,0
HY Wai-iti at Belgrove,2019-01-22,0
HY Wai-iti at Belgrove,2019-01-23,1.554
HY Wai-iti at Belgrove,2019-01-24,0
HY Wai-iti at Belgrove,2019-01-25,0
HY Wai-iti at Belgrove,2019-01-26,0
HY Wai-iti at Belgrove,2019-01-27,0
HY Wai-iti at Belgrove,2019-01-28,0
HY Wai-iti at Belgrove,2019-01-29,0
HY Wai-iti at Belgrove,2019-01-30,0
HY Wai-iti at Belgrove,2019-01-31,0
HY Wai-iti at Belgrove,2019-02-01,0
HY Wai-iti at Belgrove,2019-02-02,0
HY Wai-iti at Belgrove,2019-02-03,0
HY Wai-iti at Belgrove,2019-02-04,0
HY Wai-iti at Belgrove,2019-02-05,0
HY Wai-iti at Belgrove,2019-02-06,0
HY Wai-iti at Belgrove,2019-02-07,0
HY Wai-iti at Belgrove,2019-02-08,0
HY Wai-iti at Belgrove,2019-02-09,0
HY Wai-iti at Belgrove,2019-02-10,0
HY Wai-iti at Belgrove,2019-02-11,0
HY Wai-iti at Belgrove,2019-02-12,0
HY Wai-iti at Belgrove,2019-02-13,0
HY Wai-iti at Belgrove,2019-02-14,0
HY Wai-iti at Belgrove,2019-02-15,0
HY Wai-iti at Belgrove,2019-02-16,0
HY Wai-iti at Belgrove,2019-02-17,0
HY Wai-iti at Belgrove,2019-02-18,0
HY Wai-iti at Belgrove,2019-02-19,0
HY Wai-iti at Belgrove,2019-02-20,0
HY Wai-iti at Belgrove,2019-02-21,0
HY Wai-iti at Belgrove,2019-02-22,0
HY Wai-iti at Belgrove,2019-02-23,0
HY Wai-iti at Belgrove,2019-02-24,3.626
HY Wai-iti at Belgrove,2019-02-25,0
HY Wai-iti at Belgrove,2019-02-26,0
HY Wai-iti at Belgrove,2019-02-27,0
HY Wai-iti at Belgrove,2019-02-28,0
HY Wai-iti at Belgrove,2019-03-01,0
HY Wai-iti at Belgrove,2019-03-02,0
HY Wai-iti at Belgrove,2019-03-03,0
HY Wai-iti at Belgrove,2019-03-04,0
HY Wai-iti at Belgrove,2019-03-05,0
HY Wai-iti at Belgrove,2019-03-06,0
HY Wai-iti at Belgrove,2019-03-07,0
HY Wai-iti at Belgrove,2019-03-08,19.684
HY Wai-iti at Belgrove,2019-03-09,1.554
HY Wai-iti at Belgrove,2019-03-10,0
HY Wai-iti at Belgrove,2019-03-11,0
HY Wai-iti at Belgrove,2019-03-12,13.986
HY Wai-iti at Belgrove,2019-03-13,4.662
HY Wai-iti at Belgrove,2019-03-14,9.324
HY Wai-iti at Belgrove,2019-03-15,1.036
HY Wai-iti at Belgrove,2019-03-16,0
HY Wai-iti at Belgrove,2019-03-17,0
HY Wai-iti at Belgrove,2019-03-18,0
HY Wai-iti at Belgrove,2019-03-19,0
HY Wai-iti at Belgrove,2019-03-20,0
HY Wai-iti at Belgrove,2019-03-21,0
HY Wai-iti at Belgrove,2019-03-22,0
HY Wai-iti at Belgrove,2019-03-23,0
HY Wai-iti at Belgrove,2019-03-24,0
HY Wai-iti at Belgrove,2019-03-25,0
HY Wai-iti at Belgrove,2019-03-26,0
HY Wai-iti at Belgrove,2019-03-27,5.698
HY Wai-iti at Belgrove,2019-03-28,0
HY Wai-iti at Belgrove,2019-03-29,0
HY Wai-iti at Belgrove,2019-03-30,0
HY Wai-iti at Belgrove,2019-03-31,1.5389983
HY Wai-iti at Belgrove,2019-04-01,48.707
HY Wai-iti at Belgrove,2019-04-02,4.144
HY Wai-iti at Belgrove,2019-04-03,0.518
HY Wai-iti at Belgrove,2019-04-04,0
HY Wai-iti at Belgrove,2019-04-05,0
HY Wai-iti at Belgrove,2019-04-06,0
HY Wai-iti at Belgrove,2019-04-07,0
HY Wai-iti at Belgrove,2019-04-08,0
HY Wai-iti at Belgrove,2019-04-09,0
HY Wai-iti at Belgrove,2019-04-10,0
HY Wai-iti at Belgrove,2019-04-11,4.606
HY Wai-iti at Belgrove,2019-04-12,0
HY Wai-iti at Belgrove,2019-04-13,0
HY Wai-iti at Belgrove,2019-04-14,0
HY Wai-iti at Belgrove,2019-04-15,0
HY Wai-iti at Belgrove,2019-04-16,0
HY Wai-iti at Belgrove,2019-04-17,0
HY Wai-iti at Belgrove,2019-04-18,0
HY Wai-iti at Belgrove,2019-04-19,0
HY Wai-iti at Belgrove,2019-04-20,1.316
HY Wai-iti at Belgrove,2019-04-21,24.346
HY Wai-iti at Belgrove,2019-04-22,1.316
HY Wai-iti at Belgrove,2019-04-23,0.658
HY Wai-iti at Belgrove,2019-04-24,0
HY Wai-iti at Belgrove,2019-04-25,0
HY Wai-iti at Belgrove,2019-04-26,0
HY Wai-iti at Belgrove,2019-04-27,3.948
HY Wai-iti at Belgrove,2019-04-28,0
HY Wai-iti at Belgrove,2019-04-29,9.87
HY Wai-iti at Belgrove,2019-04-30,0
HY Wai-iti at Belgrove,2019-05-01,0
HY Wai-iti at Belgrove,2019-05-02,0
HY Wai-iti at Belgrove,2019-05-03,0
HY Wai-iti at Belgrove,2019-05-04,0
HY Wai-iti at Belgrove,2019-05-05,0
HY Wai-iti at Belgrove,2019-05-06,0
HY Wai-iti at Belgrove,2019-05-07,0
HY Wai-iti at Belgrove,2019-05-08,0
HY Wai-iti at Belgrove,2019-05-09,12.502
HY Wai-iti at Belgrove,2019-05-10,0.658
HY Wai-iti at Belgrove,2019-05-11,0
HY Wai-iti at Belgrove,2019-05-12,30.268
HY Wai-iti at Belgrove,2019-05-13,2.632
HY Wai-iti at Belgrove,2019-05-14,6.579
HY Wai-iti at Belgrove,2019-05-15,1.316
HY Wai-iti at Belgrove,2019-05-16,0
HY Wai-iti at Belgrove,2019-05-17,0
HY Wai-iti at Belgrove,2019-05-18,0
HY Wai-iti at Belgrove,2019-05-19,0
HY Wai-iti at Belgrove,2019-05-20,0
HY Wai-iti at Belgrove,2019-05-21,0
HY Wai-iti at Belgrove,2019-05-22,0
HY Wai-iti at Belgrove,2019-05-23,0
HY Wai-iti at Belgrove,2019-05-24,0
HY Wai-iti at Belgrove,2019-05-25,0
HY Wai-iti at Belgrove,2019-05-26,0
HY Wai-iti at Belgrove,2019-05-27,0
HY Wai-iti at Belgrove,2019-05-28,31.72
HY Wai-iti at Belgrove,2019-05-29,0.52
HY Wai-iti at Belgrove,2019-05-30,10.92
HY Wai-iti at Belgrove,2019-05-31,10.4
HY Wai-iti at Belgrove,2019-06-01,1.56
HY Wai-iti at Belgrove,2019-06-02,0
HY Wai-iti at Belgrove,2019-06-03,0
HY Wai-iti at Belgrove,2019-06-04,0
HY Wai-iti at Belgrove,2019-06-05,5.201
HY Wai-iti at Belgrove,2019-06-06,0.52
HY Wai-iti at Belgrove,2019-06-07,0
HY Wai-iti at Belgrove,2019-06-08,0
HY Wai-iti at Belgrove,2019-06-09,0
HY Wai-iti at Belgrove,2019-06-10,0
HY Wai-iti at Belgrove,2019-06-11,0
HY Wai-iti at Belgrove,2019-06-12,16.12
HY Wai-iti at Belgrove,2019-06-13,0
HY Wai-iti at Belgrove,2019-06-14,0
HY Wai-iti at Belgrove,2019-06-15,0
HY Wai-iti at Belgrove,2019-06-16,0
HY Wai-iti at Belgrove,2019-06-17,0
HY Wai-iti at Belgrove,2019-06-18,0
HY Wai-iti at Belgrove,2019-06-19,0
HY Wai-iti at Belgrove,2019-06-20,3.248
HY Wai-iti at Belgrove,2019-06-21,3.711
HY Wai-iti at Belgrove,2019-06-22,0
HY Wai-iti at Belgrove,2019-06-23,0
HY Wai-iti at Belgrove,2019-06-24,0
HY Wai-iti at Belgrove,2019-06-25,0
HY Wai-iti at Belgrove,2019-06-26,0
HY Wai-iti at Belgrove,2019-06-27,0
HY Wai-iti at Belgrove,2019-06-28,0
HY Wai-iti at Belgrove,2019-06-29,0
HY Wai-iti at Belgrove,2019-06-30,0
HY Wai-iti at Belgrove,2019-07-01,0
HY Wai-iti at Belgrove,2019-07-02,2.784
HY Wai-iti at Belgrove,2019-07-03,14.378
HY Wai-iti at Belgrove,2019-07-04,0
HY Wai-iti at Belgrove,2019-07-05,0
HY Wai-iti at Belgrove,2019-07-06,0
HY Wai-iti at Belgrove,2019-07-07,0
HY Wai-iti at Belgrove,2019-07-08,0
HY Wai-iti at Belgrove,2019-07-09,0
HY Wai-iti at Belgrove,2019-07-10,1.1570993999999999
HY Wai-iti at Belgrove,2019-07-11,0.2349006
HY Wai-iti at Belgrove,2019-07-12,6.494
HY Wai-iti at Belgrove,2019-07-13,0
HY Wai-iti at Belgrove,2019-07-14,19.952
HY Wai-iti at Belgrove,2019-07-15,29.072895
HY Wai-iti at Belgrove,2019-07-16,12.218105
HY Wai-iti at Belgrove,2019-07-17,5.104
HY Wai-iti at Belgrove,2019-07-18,0
HY Wai-iti at Belgrove,2019-07-19,78.403
HY Wai-iti at Belgrove,2019-07-20,5.568
HY Wai-iti at Belgrove,2019-07-21,2.32
HY Wai-iti at Belgrove,2019-07-22,0
HY Wai-iti at Belgrove,2019-07-23,0
HY Wai-iti at Belgrove,2019-07-24,0
HY Wai-iti at Belgrove,2019-07-25,0.464
HY Wai-iti at Belgrove,2019-07-26,0
HY Wai-iti at Belgrove,2019-07-27,0
HY Wai-iti at Belgrove,2019-07-28,0
HY Wai-iti at Belgrove,2019-07-29,0
HY Wai-iti at Belgrove,2019-07-30,5.568
HY Wai-iti at Belgrove,2019-07-31,0.464
HY Wai-iti at Belgrove,2019-08-01,0
HY Wai-iti at Belgrove,2019-08-02,3.248
HY Wai-iti at Belgrove,2019-08-03,0
HY Wai-iti at Belgrove,2019-08-04,3.712
HY Wai-iti at Belgrove,2019-08-05,0
HY Wai-iti at Belgrove,2019-08-06,0
HY Wai-iti at Belgrove,2019-08-07,0
HY Wai-iti at Belgrove,2019-08-08,0
HY Wai-iti at Belgrove,2019-08-09,0
HY Wai-iti at Belgrove,2019-08-10,14.046
HY Wai-iti at Belgrove,2019-08-11,22.667
HY Wai-iti at Belgrove,2019-08-12,0
HY Wai-iti at Belgrove,2019-08-13,0
HY Wai-iti at Belgrove,2019-08-14,0
HY Wai-iti at Belgrove,2019-08-15,0
HY Wai-iti at Belgrove,2019-08-16,0
HY Wai-iti at Belgrove,2019-08-17,15.403
HY Wai-iti at Belgrove,2019-08-18,0.453
HY Wai-iti at Belgrove,2019-08-19,0
HY Wai-iti at Belgrove,2019-08-20,12.232
HY Wai-iti at Belgrove,2019-08-21,0.453
HY Wai-iti at Belgrove,2019-08-22,7.701
HY Wai-iti at Belgrove,2019-08-23,0
HY Wai-iti at Belgrove,2019-08-24,0.453
HY Wai-iti at Belgrove,2019-08-25,0
HY Wai-iti at Belgrove,2019-08-26,5.436
HY Wai-iti at Belgrove,2019-08-27,0
HY Wai-iti at Belgrove,2019-08-28,0
HY Wai-iti at Belgrove,2019-08-29,0
HY Wai-iti at Belgrove,2019-08-30,0
HY Wai-iti at Belgrove,2019-08-31,0
HY Wai-iti at Belgrove,2019-09-01,0
HY Wai-iti at Belgrove,2019-09-02,0
HY Wai-iti at Belgrove,2019-09-03,0
HY Wai-iti at Belgrove,2019-09-04,20.385
HY Wai-iti at Belgrove,2019-09-05,20.838
HY Wai-iti at Belgrove,2019-09-06,2.265
HY Wai-iti at Belgrove,2019-09-07,0
HY Wai-iti at Belgrove,2019-09-08,0.906
HY Wai-iti at Belgrove,2019-09-09,0
HY Wai-iti at Belgrove,2019-09-10,0
HY Wai-iti at Belgrove,2019-09-11,0
HY Wai-iti at Belgrove,2019-09-12,0
HY Wai-iti at Belgrove,2019-09-13,0.453
HY Wai-iti at Belgrove,2019-09-14,30.158732
HY Wai-iti at Belgrove,2019-09-15,16.047268
HY Wai-iti at Belgrove,2019-09-16,0.453
HY Wai-iti at Belgrove,2019-09-17,9.513
HY Wai-iti at Belgrove,2019-09-18,0
HY Wai-iti at Belgrove,2019-09-19,0
HY Wai-iti at Belgrove,2019-09-20,0
HY Wai-iti at Belgrove,2019-09-21,0
HY Wai-iti at Belgrove,2019-09-22,0
HY Wai-iti at Belgrove,2019-09-23,0.972
HY Wai-iti at Belgrove,2019-09-24,1.944
HY Wai-iti at Belgrove,2019-09-25,6.804
HY Wai-iti at Belgrove,2019-09-26,0
HY Wai-iti at Belgrove,2019-09-27,0
HY Wai-iti at Belgrove,2019-09-28,0
HY Wai-iti at Belgrove,2019-09-29,0
HY Wai-iti at Belgrove,2019-09-30,0
HY Wai-iti at Belgrove,2019-10-01,9.234
HY Wai-iti at Belgrove,2019-10-02,5.832
HY Wai-iti at Belgrove,2019-10-03,14.58
HY Wai-iti at Belgrove,2019-10-04,0
HY Wai-iti at Belgrove,2019-10-05,3.402
HY Wai-iti at Belgrove,2019-10-06,0.486
HY Wai-iti at Belgrove,2019-10-07,0
HY Wai-iti at Belgrove,2019-10-08,0
HY Wai-iti at Belgrove,2019-10-09,0
HY Wai-iti at Belgrove,2019-10-10,34.992
HY Wai-iti at Belgrove,2019-10-11,1.458
HY Wai-iti at Belgrove,2019-10-12,6.804
HY Wai-iti at Belgrove,2019-10-13,0.486
HY Wai-iti at Belgrove,2019-10-14,0
HY Wai-iti at Belgrove,2019-10-15,0
HY Wai-iti at Belgrove,2019-10-16,0
HY Wai-iti at Belgrove,2019-10-17,0
HY Wai-iti at Belgrove,2019-10-18,25.272
HY Wai-iti at Belgrove,2019-10-19,1.458
HY Wai-iti at Belgrove,2019-10-20,0
HY Wai-iti at Belgrove,2019-10-21,1.458
HY Wai-iti at Belgrove,2019-10-22,5.832
HY Wai-iti at Belgrove,2019-10-23,0
HY Wai-iti at Belgrove,2019-10-24,2.94
HY Wai-iti at Belgrove,2019-10-25,0.49
HY Wai-iti at Belgrove,2019-10-26,0
HY Wai-iti at Belgrove,2019-10-27,1.96
HY Wai-iti at Belgrove,2019-10-28,0
HY Wai-iti at Belgrove,2019-10-29,0
HY Wai-iti at Belgrove,2019-10-30,0
HY Wai-iti at Belgrove,2019-10-31,0
HY Wai-iti at Belgrove,2019-11-01,0
HY Wai-iti at Belgrove,2019-11-02,0
HY Wai-iti at Belgrove,2019-11-03,0
HY Wai-iti at Belgrove,2019-11-04,0
HY Wai-iti at Belgrove,2019-11-05,0
HY Wai-iti at Belgrove,2019-11-06,0
HY Wai-iti at Belgrove,2019-11-07,0
HY Wai-iti at Belgrove,2019-11-08,1.47
HY Wai-iti at Belgrove,2019-11-09,1.47
HY Wai-iti at Belgrove,2019-11-10,30.87
HY Wai-iti at Belgrove,2019-11-11,8.33
HY Wai-iti at Belgrove,2019-11-12,0
HY Wai-iti at Belgrove,2019-11-13,0
HY Wai-iti at Belgrove,2019-11-14,13.23
HY Wai-iti at Belgrove,2019-11-15,0
HY Wai-iti at Belgrove,2019-11-16,10.78
HY Wai-iti at Belgrove,2019-11-17,0
HY Wai-iti at Belgrove,2019-11-18,5.88
HY Wai-iti at Belgrove,2019-11-19,0
HY Wai-iti at Belgrove,2019-11-20,0.98
HY Wai-iti at Belgrove,2019-11-21,0
HY Wai-iti at Belgrove,2019-11-22,0
HY Wai-iti at Belgrove,2019-11-23,0
HY Wai-iti at Belgrove,2019-11-24,0
HY Wai-iti at Belgrove,2019-11-25,0
HY Wai-iti at Belgrove,2019-11-26,0
HY Wai-iti at Belgrove,2019-11-27,0
HY Wai-iti at Belgrove,2019-11-28,0
HY Wai-iti at Belgrove,2019-11-29,0
HY Wai-iti at Belgrove,2019-11-30,0
HY Wai-iti at Belgrove,2019-12-01,0
HY Wai-iti at Belgrove,2019-12-02,9.8
HY Wai-iti at Belgrove,2019-12-03,35.77
HY Wai-iti at Belgrove,2019-12-04,0.49
HY Wai-iti at Belgrove,2019-12-05,0
HY Wai-iti at Belgrove,2019-12-06,0
HY Wai-iti at Belgrove,2019-12-07,3.43
HY Wai-iti at Belgrove,2019-12-08,20.09
HY Wai-iti at Belgrove,2019-12-09,0
HY Wai-iti at Belgrove,2019-12-10,0
HY Wai-iti at Belgrove,2019-12-11,0
HY Wai-iti at Belgrove,2019-12-12,0
HY Wai-iti at Belgrove,2019-12-13,0
HY Wai-iti at Belgrove,2019-12-14,0
HY Wai-iti at Belgrove,2019-12-15,0
HY Wai-iti at Belgrove,2019-12-16,15.486
HY Wai-iti at Belgrove,2019-12-17,76.786963
HY Wai-iti at Belgrove,2019-12-18,8.119037
HY Wai-iti at Belgrove,2019-12-19,3.738
HY Wai-iti at Belgrove,2019-12-20,8.544
HY Wai-iti at Belgrove,2019-12-21,0
HY Wai-iti at Belgrove,2019-12-22,0
HY Wai-iti at Belgrove,2019-12-23,0
HY Wai-iti at Belgrove,2019-12-24,0
HY Wai-iti at Belgrove,2019-12-25,0
HY Wai-iti at Belgrove,2019-12-26,0
HY Wai-iti at Belgrove,2019-12-27,0
HY Wai-iti at Belgrove,2019-12-28,0
HY Wai-iti at Belgrove,2019-12-29,0
HY Wai-iti at Belgrove,2019-12-30,0
HY Wai-iti at Belgrove,2019-12-31,0
HY Wai-iti at Belgrove,2020-01-01,0
HY Wai-iti at Belgrove,2020-01-02,0
HY Wai-iti at Belgrove,2020-01-03,0
HY Wai-iti at Belgrove,2020-01-04,0
HY Wai-iti at Belgrove,2020-01-05,0
HY Wai-iti at Belgrove,2020-01-06,0
HY Wai-iti at Belgrove,2020-01-07,0
HY Wai-iti at Belgrove,2020-01-08,5.34
HY Wai-iti at Belgrove,2020-01-09,0.534
HY Wai-iti at Belgrove,2020-01-10,0
HY Wai-iti at Belgrove,2020-01-11,0
HY Wai-iti at Belgrove,2020-01-12,0
HY Wai-iti at Belgrove,2020-01-13,0.534
HY Wai-iti at Belgrove,2020-01-14,0
HY Wai-iti at Belgrove,2020-01-15,0
HY Wai-iti at Belgrove,2020-01-16,0
HY Wai-iti at Belgrove,2020-01-17,0
HY Wai-iti at Belgrove,2020-01-18,0
HY Wai-iti at Belgrove,2020-01-19,0
HY Wai-iti at Belgrove,2020-01-20,0
HY Wai-iti at Belgrove,2020-01-21,0
HY Wai-iti at Belgrove,2020-01-22,0
HY Wai-iti at Belgrove,2020-01-23,0
HY Wai-iti at Belgrove,2020-01-24,0
HY Wai-iti at Belgrove,2020-01-25,0
HY Wai-iti at Belgrove,2020-01-26,0
HY Wai-iti at Belgrove,2020-01-27,0
HY Wai-iti at Belgrove,2020-01-28,0
HY Wai-iti at Belgrove,2020-01-29,0
HY Wai-iti at Belgrove,2020-01-30,0
HY Wai-iti at Belgrove,2020-01-31,0
HY Wai-iti at Belgrove,2020-02-01,0
HY Wai-iti at Belgrove,2020-02-02,0
HY Wai-iti at Belgrove,2020-02-03,0
HY Wai-iti at Belgrove,2020-02-04,3.605
