datetime,rainfall_mm,site
21/01/2023 00:00:00,0,HY Nelson at Princes Dr
21/01/2023 01:00:00,0,HY Nelson at Princes Dr
21/01/2023 02:00:00,0,HY Nelson at Princes Dr
21/01/2023 03:00:00,0,HY Nelson at Princes Dr
21/01/2023 04:00:00,0,HY Nelson at Princes Dr
21/01/2023 05:00:00,0,HY Nelson at Princes Dr
21/01/2023 06:00:00,0,HY Nelson at Princes Dr
21/01/2023 07:00:00,0,HY Nelson at Princes Dr
21/01/2023 08:00:00,0,HY Nelson at Princes Dr
21/01/2023 09:00:00,0,HY Nelson at Princes Dr
21/01/2023 10:00:00,0,HY Nelson at Princes Dr
21/01/2023 11:00:00,0,HY Nelson at Princes Dr
21/01/2023 12:00:00,0,HY Nelson at Princes Dr
21/01/2023 13:00:00,0,HY Nelson at Princes Dr
21/01/2023 14:00:00,0,HY Nelson at Princes Dr
21/01/2023 15:00:00,0,HY Nelson at Princes Dr
21/01/2023 16:00:00,0,HY Nelson at Princes Dr
21/01/2023 17:00:00,0,HY Nelson at Princes Dr
21/01/2023 18:00:00,0,HY Nelson at Princes Dr
21/01/2023 19:00:00,0,HY Nelson at Princes Dr
21/01/2023 20:00:00,0,HY Nelson at Princes Dr
21/01/2023 21:00:00,0,HY Nelson at Princes Dr
21/01/2023 22:00:00,0,HY Nelson at Princes Dr
21/01/2023 23:00:00,0,HY Nelson at Princes Dr
22/01/2023 00:00:00,0,HY Nelson at Princes Dr
22/01/2023 01:00:00,0,HY Nelson at Princes Dr
22/01/2023 02:00:00,0,HY Nelson at Princes Dr
22/01/2023 03:00:00,0,HY Nelson at Princes Dr
22/01/2023 04:00:00,0,HY Nelson at Princes Dr
22/01/2023 05:00:00,0,HY Nelson at Princes Dr
22/01/2023 06:00:00,0,HY Nelson at Princes Dr
22/01/2023 07:00:00,0,HY Nelson at Princes Dr
22/01/2023 08:00:00,0,HY Nelson at Princes Dr
22/01/2023 09:00:00,0,HY Nelson at Princes Dr
22/01/2023 10:00:00,0,HY Nelson at Princes Dr
22/01/2023 11:00:00,0,HY Nelson at Princes Dr
22/01/2023 12:00:00,0,HY Nelson at Princes Dr
22/01/2023 13:00:00,0,HY Nelson at Princes Dr
22/01/2023 14:00:00,0,HY Nelson at Princes Dr
22/01/2023 15:00:00,0,HY Nelson at Princes Dr
22/01/2023 16:00:00,0,HY Nelson at Princes Dr
22/01/2023 17:00:00,0,HY Nelson at Princes Dr
22/01/2023 18:00:00,0,HY Nelson at Princes Dr
22/01/2023 19:00:00,0,HY Nelson at Princes Dr
22/01/2023 20:00:00,0,HY Nelson at Princes Dr
22/01/2023 21:00:00,0,HY Nelson at Princes Dr
22/01/2023 22:00:00,0,HY Nelson at Princes Dr
22/01/2023 23:00:00,0,HY Nelson at Princes Dr
23/01/2023 00:00:00,0,HY Nelson at Princes Dr
23/01/2023 01:00:00,0,HY Nelson at Princes Dr
23/01/2023 02:00:00,0,HY Nelson at Princes Dr
23/01/2023 03:00:00,0,HY Nelson at Princes Dr
23/01/2023 04:00:00,0,HY Nelson at Princes Dr
23/01/2023 05:00:00,0,HY Nelson at Princes Dr
23/01/2023 06:00:00,0,HY Nelson at Princes Dr
23/01/2023 07:00:00,0,HY Nelson at Princes Dr
23/01/2023 08:00:00,0,HY Nelson at Princes Dr
23/01/2023 09:00:00,0,HY Nelson at Princes Dr
23/01/2023 10:00:00,0,HY Nelson at Princes Dr
23/01/2023 11:00:00,0,HY Nelson at Princes Dr
23/01/2023 12:00:00,0,HY Nelson at Princes Dr
23/01/2023 13:00:00,0,HY Nelson at Princes Dr
23/01/2023 14:00:00,0,HY Nelson at Princes Dr
23/01/2023 15:00:00,0,HY Nelson at Princes Dr
23/01/2023 16:00:00,0,HY Nelson at Princes Dr
23/01/2023 17:00:00,0,HY Nelson at Princes Dr
23/01/2023 18:00:00,0,HY Nelson at Princes Dr
23/01/2023 19:00:00,0,HY Nelson at Princes Dr
23/01/2023 20:00:00,0,HY Nelson at Princes Dr
23/01/2023 21:00:00,0,HY Nelson at Princes Dr
23/01/2023 22:00:00,0,HY Nelson at Princes Dr
23/01/2023 23:00:00,0,HY Nelson at Princes Dr
24/01/2023 00:00:00,0,HY Nelson at Princes Dr
24/01/2023 01:00:00,0,HY Nelson at Princes Dr
24/01/2023 02:00:00,0,HY Nelson at Princes Dr
24/01/2023 03:00:00,0,HY Nelson at Princes Dr
24/01/2023 04:00:00,0,HY Nelson at Princes Dr
24/01/2023 05:00:00,0,HY Nelson at Princes Dr
24/01/2023 06:00:00,0,HY Nelson at Princes Dr
24/01/2023 07:00:00,0,HY Nelson at Princes Dr
24/01/2023 08:00:00,0,HY Nelson at Princes Dr
24/01/2023 09:00:00,0,HY Nelson at Princes Dr
24/01/2023 10:00:00,0,HY Nelson at Princes Dr
24/01/2023 11:00:00,0,HY Nelson at Princes Dr
24/01/2023 12:00:00,0,HY Nelson at Princes Dr
24/01/2023 13:00:00,0,HY Nelson at Princes Dr
24/01/2023 14:00:00,0,HY Nelson at Princes Dr
24/01/2023 15:00:00,0,HY Nelson at Princes Dr
24/01/2023 16:00:00,0,HY Nelson at Princes Dr
24/01/2023 17:00:00,0,HY Nelson at Princes Dr
24/01/2023 18:00:00,0,HY Nelson at Princes Dr
24/01/2023 19:00:00,0,HY Nelson at Princes Dr
24/01/2023 20:00:00,0,HY Nelson at Princes Dr
24/01/2023 21:00:00,0,HY Nelson at Princes Dr
24/01/2023 22:00:00,0,HY Nelson at Princes Dr
24/01/2023 23:00:00,0,HY Nelson at Princes Dr
25/01/2023 00:00:00,0,HY Nelson at Princes Dr
25/01/2023 01:00:00,0,HY Nelson at Princes Dr
25/01/2023 02:00:00,0,HY Nelson at Princes Dr
25/01/2023 03:00:00,0,HY Nelson at Princes Dr
25/01/2023 04:00:00,0,HY Nelson at Princes Dr
25/01/2023 05:00:00,0,HY Nelson at Princes Dr
25/01/2023 06:00:00,0,HY Nelson at Princes Dr
25/01/2023 07:00:00,0,HY Nelson at Princes Dr
25/01/2023 08:00:00,0,HY Nelson at Princes Dr
25/01/2023 09:00:00,0,HY Nelson at Princes Dr
25/01/2023 10:00:00,0,HY Nelson at Princes Dr
25/01/2023 11:00:00,0,HY Nelson at Princes Dr
25/01/2023 12:00:00,0,HY Nelson at Princes Dr
25/01/2023 13:00:00,0,HY Nelson at Princes Dr
25/01/2023 14:00:00,0,HY Nelson at Princes Dr
25/01/2023 15:00:00,0,HY Nelson at Princes Dr
25/01/2023 16:00:00,0,HY Nelson at Princes Dr
25/01/2023 17:00:00,0,HY Nelson at Princes Dr
25/01/2023 18:00:00,0,HY Nelson at Princes Dr
25/01/2023 19:00:00,0,HY Nelson at Princes Dr
25/01/2023 20:00:00,0,HY Nelson at Princes Dr
25/01/2023 21:00:00,0,HY Nelson at Princes Dr
25/01/2023 22:00:00,0,HY Nelson at Princes Dr
25/01/2023 23:00:00,0,HY Nelson at Princes Dr
26/01/2023 00:00:00,0,HY Nelson at Princes Dr
26/01/2023 01:00:00,0,HY Nelson at Princes Dr
26/01/2023 02:00:00,0,HY Nelson at Princes Dr
26/01/2023 03:00:00,0,HY Nelson at Princes Dr
26/01/2023 04:00:00,0,HY Nelson at Princes Dr
26/01/2023 05:00:00,0,HY Nelson at Princes Dr
26/01/2023 06:00:00,0,HY Nelson at Princes Dr
26/01/2023 07:00:00,0,HY Nelson at Princes Dr
26/01/2023 08:00:00,0,HY Nelson at Princes Dr
26/01/2023 09:00:00,0,HY Nelson at Princes Dr
26/01/2023 10:00:00,0,HY Nelson at Princes Dr
26/01/2023 11:00:00,0,HY Nelson at Princes Dr
26/01/2023 12:00:00,0,HY Nelson at Princes Dr
26/01/2023 13:00:00,0,HY Nelson at Princes Dr
26/01/2023 14:00:00,0,HY Nelson at Princes Dr
26/01/2023 15:00:00,0,HY Nelson at Princes Dr
26/01/2023 16:00:00,0,HY Nelson at Princes Dr
26/01/2023 17:00:00,0,HY Nelson at Princes Dr
26/01/2023 18:00:00,0,HY Nelson at Princes Dr
26/01/2023 19:00:00,0,HY Nelson at Princes Dr
26/01/2023 20:00:00,0,HY Nelson at Princes Dr
26/01/2023 21:00:00,0,HY Nelson at Princes Dr
26/01/2023 22:00:00,0,HY Nelson at Princes Dr
26/01/2023 23:00:00,0,HY Nelson at Princes Dr
27/01/2023 00:00:00,0,HY Nelson at Princes Dr
27/01/2023 01:00:00,0,HY Nelson at Princes Dr
27/01/2023 02:00:00,0,HY Nelson at Princes Dr
27/01/2023 03:00:00,0,HY Nelson at Princes Dr
27/01/2023 04:00:00,0,HY Nelson at Princes Dr
27/01/2023 05:00:00,0,HY Nelson at Princes Dr
27/01/2023 06:00:00,0,HY Nelson at Princes Dr
27/01/2023 07:00:00,0,HY Nelson at Princes Dr
27/01/2023 08:00:00,0,HY Nelson at Princes Dr
27/01/2023 09:00:00,0,HY Nelson at Princes Dr
27/01/2023 10:00:00,0,HY Nelson at Princes Dr
27/01/2023 11:00:00,0,HY Nelson at Princes Dr
27/01/2023 12:00:00,0,HY Nelson at Princes Dr
27/01/2023 13:00:00,0,HY Nelson at Princes Dr
27/01/2023 14:00:00,0,HY Nelson at Princes Dr
27/01/2023 15:00:00,0,HY Nelson at Princes Dr
27/01/2023 16:00:00,0,HY Nelson at Princes Dr
27/01/2023 17:00:00,0,HY Nelson at Princes Dr
27/01/2023 18:00:00,0,HY Nelson at Princes Dr
27/01/2023 19:00:00,0,HY Nelson at Princes Dr
27/01/2023 20:00:00,0,HY Nelson at Princes Dr
27/01/2023 21:00:00,0,HY Nelson at Princes Dr
27/01/2023 22:00:00,0,HY Nelson at Princes Dr
27/01/2023 23:00:00,0,HY Nelson at Princes Dr
28/01/2023 00:00:00,0,HY Nelson at Princes Dr
28/01/2023 01:00:00,0,HY Nelson at Princes Dr
28/01/2023 02:00:00,0,HY Nelson at Princes Dr
28/01/2023 03:00:00,0,HY Nelson at Princes Dr
28/01/2023 04:00:00,0,HY Nelson at Princes Dr
28/01/2023 05:00:00,0,HY Nelson at Princes Dr
28/01/2023 06:00:00,0,HY Nelson at Princes Dr
28/01/2023 07:00:00,0,HY Nelson at Princes Dr
28/01/2023 08:00:00,0,HY Nelson at Princes Dr
28/01/2023 09:00:00,0,HY Nelson at Princes Dr
28/01/2023 10:00:00,0,HY Nelson at Princes Dr
28/01/2023 11:00:00,0,HY Nelson at Princes Dr
28/01/2023 12:00:00,0,HY Nelson at Princes Dr
28/01/2023 13:00:00,0,HY Nelson at Princes Dr
28/01/2023 14:00:00,0,HY Nelson at Princes Dr
28/01/2023 15:00:00,0,HY Nelson at Princes Dr
28/01/2023 16:00:00,0,HY Nelson at Princes Dr
28/01/2023 17:00:00,0,HY Nelson at Princes Dr
28/01/2023 18:00:00,0,HY Nelson at Princes Dr
28/01/2023 19:00:00,0,HY Nelson at Princes Dr
28/01/2023 20:00:00,0,HY Nelson at Princes Dr
28/01/2023 21:00:00,0,HY Nelson at Princes Dr
28/01/2023 22:00:00,0,HY Nelson at Princes Dr
28/01/2023 23:00:00,0,HY Nelson at Princes Dr
29/01/2023 00:00:00,0,HY Nelson at Princes Dr
29/01/2023 01:00:00,0,HY Nelson at Princes Dr
29/01/2023 02:00:00,0,HY Nelson at Princes Dr
29/01/2023 03:00:00,0,HY Nelson at Princes Dr
29/01/2023 04:00:00,0,HY Nelson at Princes Dr
29/01/2023 05:00:00,0,HY Nelson at Princes Dr
29/01/2023 06:00:00,0.5,HY Nelson at Princes Dr
29/01/2023 07:00:00,0,HY Nelson at Princes Dr
29/01/2023 08:00:00,0,HY Nelson at Princes Dr
29/01/2023 09:00:00,0,HY Nelson at Princes Dr
29/01/2023 10:00:00,0,HY Nelson at Princes Dr
29/01/2023 11:00:00,0,HY Nelson at Princes Dr
29/01/2023 12:00:00,2.5,HY Nelson at Princes Dr
29/01/2023 13:00:00,0.5,HY Nelson at Princes Dr
29/01/2023 14:00:00,0.5,HY Nelson at Princes Dr
29/01/2023 15:00:00,0,HY Nelson at Princes Dr
29/01/2023 16:00:00,3,HY Nelson at Princes Dr
29/01/2023 17:00:00,0.5,HY Nelson at Princes Dr
29/01/2023 18:00:00,1.5,HY Nelson at Princes Dr
29/01/2023 19:00:00,0,HY Nelson at Princes Dr
29/01/2023 20:00:00,0.5,HY Nelson at Princes Dr
29/01/2023 21:00:00,3,HY Nelson at Princes Dr
29/01/2023 22:00:00,0,HY Nelson at Princes Dr
29/01/2023 23:00:00,0,HY Nelson at Princes Dr
30/01/2023 00:00:00,0,HY Nelson at Princes Dr
30/01/2023 01:00:00,0,HY Nelson at Princes Dr
30/01/2023 02:00:00,0,HY Nelson at Princes Dr
30/01/2023 03:00:00,0,HY Nelson at Princes Dr
30/01/2023 04:00:00,0.5,HY Nelson at Princes Dr
30/01/2023 05:00:00,0,HY Nelson at Princes Dr
30/01/2023 06:00:00,0,HY Nelson at Princes Dr
30/01/2023 07:00:00,0,HY Nelson at Princes Dr
30/01/2023 08:00:00,0,HY Nelson at Princes Dr
30/01/2023 09:00:00,0,HY Nelson at Princes Dr
30/01/2023 10:00:00,0,HY Nelson at Princes Dr
30/01/2023 11:00:00,0,HY Nelson at Princes Dr
30/01/2023 12:00:00,0,HY Nelson at Princes Dr
30/01/2023 13:00:00,0,HY Nelson at Princes Dr
30/01/2023 14:00:00,0,HY Nelson at Princes Dr
30/01/2023 15:00:00,0,HY Nelson at Princes Dr
30/01/2023 16:00:00,0,HY Nelson at Princes Dr
30/01/2023 17:00:00,0,HY Nelson at Princes Dr
30/01/2023 18:00:00,0,HY Nelson at Princes Dr
30/01/2023 19:00:00,0,HY Nelson at Princes Dr
30/01/2023 20:00:00,0,HY Nelson at Princes Dr
30/01/2023 21:00:00,0,HY Nelson at Princes Dr
30/01/2023 22:00:00,0,HY Nelson at Princes Dr
30/01/2023 23:00:00,0,HY Nelson at Princes Dr
31/01/2023 00:00:00,0,HY Nelson at Princes Dr
31/01/2023 01:00:00,0,HY Nelson at Princes Dr
31/01/2023 02:00:00,0,HY Nelson at Princes Dr
31/01/2023 03:00:00,0,HY Nelson at Princes Dr
31/01/2023 04:00:00,0,HY Nelson at Princes Dr
31/01/2023 05:00:00,0,HY Nelson at Princes Dr
31/01/2023 06:00:00,0,HY Nelson at Princes Dr
31/01/2023 07:00:00,0,HY Nelson at Princes Dr
31/01/2023 08:00:00,0,HY Nelson at Princes Dr
31/01/2023 09:00:00,0,HY Nelson at Princes Dr
31/01/2023 10:00:00,0,HY Nelson at Princes Dr
31/01/2023 11:00:00,0,HY Nelson at Princes Dr
31/01/2023 12:00:00,0,HY Nelson at Princes Dr
31/01/2023 13:00:00,0,HY Nelson at Princes Dr
31/01/2023 14:00:00,0,HY Nelson at Princes Dr
31/01/2023 15:00:00,0,HY Nelson at Princes Dr
31/01/2023 16:00:00,0,HY Nelson at Princes Dr
31/01/2023 17:00:00,0,HY Nelson at Princes Dr
31/01/2023 18:00:00,0,HY Nelson at Princes Dr
31/01/2023 19:00:00,0,HY Nelson at Princes Dr
31/01/2023 20:00:00,0,HY Nelson at Princes Dr
31/01/2023 21:00:00,0,HY Nelson at Princes Dr
31/01/2023 22:00:00,0,HY Nelson at Princes Dr
31/01/2023 23:00:00,0,HY Nelson at Princes Dr
01/02/2023 00:00:00,0,HY Nelson at Princes Dr
01/02/2023 01:00:00,0,HY Nelson at Princes Dr
01/02/2023 02:00:00,0,HY Nelson at Princes Dr
01/02/2023 03:00:00,0,HY Nelson at Princes Dr
01/02/2023 04:00:00,0,HY Nelson at Princes Dr
01/02/2023 05:00:00,0,HY Nelson at Princes Dr
01/02/2023 06:00:00,0,HY Nelson at Princes Dr
01/02/2023 07:00:00,0,HY Nelson at Princes Dr
01/02/2023 08:00:00,0,HY Nelson at Princes Dr
01/02/2023 09:00:00,0,HY Nelson at Princes Dr
01/02/2023 10:00:00,0,HY Nelson at Princes Dr
01/02/2023 11:00:00,0.5,HY Nelson at Princes Dr
01/02/2023 12:00:00,0,HY Nelson at Princes Dr
01/02/2023 13:00:00,0.5,HY Nelson at Princes Dr
01/02/2023 14:00:00,0,HY Nelson at Princes Dr
01/02/2023 15:00:00,0,HY Nelson at Princes Dr
01/02/2023 16:00:00,0,HY Nelson at Princes Dr
01/02/2023 17:00:00,0.5,HY Nelson at Princes Dr
01/02/2023 18:00:00,0,HY Nelson at Princes Dr
01/02/2023 19:00:00,1.5,HY Nelson at Princes Dr
01/02/2023 20:00:00,5.5,HY Nelson at Princes Dr
01/02/2023 21:00:00,8.5,HY Nelson at Princes Dr
01/02/2023 22:00:00,7.5,HY Nelson at Princes Dr
01/02/2023 23:00:00,2,HY Nelson at Princes Dr
02/02/2023 00:00:00,1,HY Nelson at Princes Dr
02/02/2023 01:00:00,1,HY Nelson at Princes Dr
02/02/2023 02:00:00,0,HY Nelson at Princes Dr
02/02/2023 03:00:00,0.5,HY Nelson at Princes Dr
02/02/2023 04:00:00,0.5,HY Nelson at Princes Dr
02/02/2023 05:00:00,0.5,HY Nelson at Princes Dr
02/02/2023 06:00:00,0,HY Nelson at Princes Dr
02/02/2023 07:00:00,0,HY Nelson at Princes Dr
02/02/2023 08:00:00,0,HY Nelson at Princes Dr
02/02/2023 09:00:00,0,HY Nelson at Princes Dr
02/02/2023 10:00:00,0,HY Nelson at Princes Dr
02/02/2023 11:00:00,0,HY Nelson at Princes Dr
02/02/2023 12:00:00,0,HY Nelson at Princes Dr
02/02/2023 13:00:00,0,HY Nelson at Princes Dr
02/02/2023 14:00:00,0,HY Nelson at Princes Dr
02/02/2023 15:00:00,0,HY Nelson at Princes Dr
02/02/2023 16:00:00,0,HY Nelson at Princes Dr
02/02/2023 17:00:00,0,HY Nelson at Princes Dr
02/02/2023 18:00:00,0,HY Nelson at Princes Dr
02/02/2023 19:00:00,0,HY Nelson at Princes Dr
02/02/2023 20:00:00,0,HY Nelson at Princes Dr
02/02/2023 21:00:00,0,HY Nelson at Princes Dr
02/02/2023 22:00:00,0,HY Nelson at Princes Dr
02/02/2023 23:00:00,0,HY Nelson at Princes Dr
03/02/2023 00:00:00,0,HY Nelson at Princes Dr
03/02/2023 01:00:00,0,HY Nelson at Princes Dr
03/02/2023 02:00:00,0,HY Nelson at Princes Dr
03/02/2023 03:00:00,0,HY Nelson at Princes Dr
03/02/2023 04:00:00,0,HY Nelson at Princes Dr
03/02/2023 05:00:00,0,HY Nelson at Princes Dr
03/02/2023 06:00:00,0,HY Nelson at Princes Dr
03/02/2023 07:00:00,0,HY Nelson at Princes Dr
03/02/2023 08:00:00,0,HY Nelson at Princes Dr
03/02/2023 09:00:00,0,HY Nelson at Princes Dr
03/02/2023 10:00:00,0,HY Nelson at Princes Dr
03/02/2023 11:00:00,0,HY Nelson at Princes Dr
03/02/2023 12:00:00,0,HY Nelson at Princes Dr
03/02/2023 13:00:00,0,HY Nelson at Princes Dr
03/02/2023 14:00:00,0,HY Nelson at Princes Dr
03/02/2023 15:00:00,0,HY Nelson at Princes Dr
03/02/2023 16:00:00,0,HY Nelson at Princes Dr
03/02/2023 17:00:00,0,HY Nelson at Princes Dr
03/02/2023 18:00:00,0,HY Nelson at Princes Dr
03/02/2023 19:00:00,0,HY Nelson at Princes Dr
03/02/2023 20:00:00,0,HY Nelson at Princes Dr
03/02/2023 21:00:00,0,HY Nelson at Princes Dr
03/02/2023 22:00:00,0,HY Nelson at Princes Dr
03/02/2023 23:00:00,0,HY Nelson at Princes Dr
04/02/2023 00:00:00,0,HY Nelson at Princes Dr
04/02/2023 01:00:00,0,HY Nelson at Princes Dr
04/02/2023 02:00:00,0,HY Nelson at Princes Dr
04/02/2023 03:00:00,0,HY Nelson at Princes Dr
04/02/2023 04:00:00,0,HY Nelson at Princes Dr
04/02/2023 05:00:00,0,HY Nelson at Princes Dr
04/02/2023 06:00:00,0,HY Nelson at Princes Dr
04/02/2023 07:00:00,0,HY Nelson at Princes Dr
04/02/2023 08:00:00,0,HY Nelson at Princes Dr
04/02/2023 09:00:00,0,HY Nelson at Princes Dr
04/02/2023 10:00:00,0,HY Nelson at Princes Dr
04/02/2023 11:00:00,0,HY Nelson at Princes Dr
04/02/2023 12:00:00,0,HY Nelson at Princes Dr
04/02/2023 13:00:00,0,HY Nelson at Princes Dr
04/02/2023 14:00:00,0,HY Nelson at Princes Dr
04/02/2023 15:00:00,0,HY Nelson at Princes Dr
04/02/2023 16:00:00,0,HY Nelson at Princes Dr
04/02/2023 17:00:00,0,HY Nelson at Princes Dr
04/02/2023 18:00:00,0,HY Nelson at Princes Dr
04/02/2023 19:00:00,0,HY Nelson at Princes Dr
04/02/2023 20:00:00,0,HY Nelson at Princes Dr
04/02/2023 21:00:00,0,HY Nelson at Princes Dr
04/02/2023 22:00:00,0,HY Nelson at Princes Dr
04/02/2023 23:00:00,0,HY Nelson at Princes Dr
05/02/2023 00:00:00,0,HY Nelson at Princes Dr
05/02/2023 01:00:00,0,HY Nelson at Princes Dr
05/02/2023 02:00:00,0,HY Nelson at Princes Dr
05/02/2023 03:00:00,0,HY Nelson at Princes Dr
05/02/2023 04:00:00,0,HY Nelson at Princes Dr
05/02/2023 05:00:00,0,HY Nelson at Princes Dr
05/02/2023 06:00:00,0,HY Nelson at Princes Dr
05/02/2023 07:00:00,0,HY Nelson at Princes Dr
05/02/2023 08:00:00,0,HY Nelson at Princes Dr
05/02/2023 09:00:00,0,HY Nelson at Princes Dr
05/02/2023 10:00:00,0,HY Nelson at Princes Dr
05/02/2023 11:00:00,0,HY Nelson at Princes Dr
05/02/2023 12:00:00,0,HY Nelson at Princes Dr
05/02/2023 13:00:00,0,HY Nelson at Princes Dr
05/02/2023 14:00:00,0,HY Nelson at Princes Dr
05/02/2023 15:00:00,0,HY Nelson at Princes Dr
05/02/2023 16:00:00,0.5,HY Nelson at Princes Dr
05/02/2023 17:00:00,2.5,HY Nelson at Princes Dr
05/02/2023 18:00:00,3.5,HY Nelson at Princes Dr
05/02/2023 19:00:00,1,HY Nelson at Princes Dr
05/02/2023 20:00:00,0.5,HY Nelson at Princes Dr
05/02/2023 21:00:00,0,HY Nelson at Princes Dr
05/02/2023 22:00:00,0,HY Nelson at Princes Dr
05/02/2023 23:00:00,0,HY Nelson at Princes Dr
06/02/2023 00:00:00,0,HY Nelson at Princes Dr
06/02/2023 01:00:00,0,HY Nelson at Princes Dr
06/02/2023 02:00:00,0,HY Nelson at Princes Dr
06/02/2023 03:00:00,0,HY Nelson at Princes Dr
06/02/2023 04:00:00,0,HY Nelson at Princes Dr
06/02/2023 05:00:00,0,HY Nelson at Princes Dr
06/02/2023 06:00:00,0,HY Nelson at Princes Dr
06/02/2023 07:00:00,0,HY Nelson at Princes Dr
06/02/2023 08:00:00,0,HY Nelson at Princes Dr
06/02/2023 09:00:00,0,HY Nelson at Princes Dr
06/02/2023 10:00:00,0,HY Nelson at Princes Dr
06/02/2023 11:00:00,0,HY Nelson at Princes Dr
06/02/2023 12:00:00,0,HY Nelson at Princes Dr
06/02/2023 13:00:00,0,HY Nelson at Princes Dr
06/02/2023 14:00:00,0,HY Nelson at Princes Dr
06/02/2023 15:00:00,0,HY Nelson at Princes Dr
06/02/2023 16:00:00,0,HY Nelson at Princes Dr
06/02/2023 17:00:00,0,HY Nelson at Princes Dr
06/02/2023 18:00:00,0,HY Nelson at Princes Dr
06/02/2023 19:00:00,0,HY Nelson at Princes Dr
06/02/2023 20:00:00,0,HY Nelson at Princes Dr
06/02/2023 21:00:00,0,HY Nelson at Princes Dr
06/02/2023 22:00:00,0,HY Nelson at Princes Dr
06/02/2023 23:00:00,0,HY Nelson at Princes Dr
07/02/2023 00:00:00,0,HY Nelson at Princes Dr
07/02/2023 01:00:00,0,HY Nelson at Princes Dr
07/02/2023 02:00:00,0,HY Nelson at Princes Dr
07/02/2023 03:00:00,0,HY Nelson at Princes Dr
07/02/2023 04:00:00,0,HY Nelson at Princes Dr
07/02/2023 05:00:00,0,HY Nelson at Princes Dr
07/02/2023 06:00:00,0,HY Nelson at Princes Dr
07/02/2023 07:00:00,0,HY Nelson at Princes Dr
07/02/2023 08:00:00,0,HY Nelson at Princes Dr
07/02/2023 09:00:00,0,HY Nelson at Princes Dr
07/02/2023 10:00:00,0,HY Nelson at Princes Dr
07/02/2023 11:00:00,0,HY Nelson at Princes Dr
07/02/2023 12:00:00,0,HY Nelson at Princes Dr
07/02/2023 13:00:00,0,HY Nelson at Princes Dr
07/02/2023 14:00:00,0,HY Nelson at Princes Dr
07/02/2023 15:00:00,0,HY Nelson at Princes Dr
07/02/2023 16:00:00,0,HY Nelson at Princes Dr
07/02/2023 17:00:00,0,HY Nelson at Princes Dr
07/02/2023 18:00:00,0,HY Nelson at Princes Dr
07/02/2023 19:00:00,0,HY Nelson at Princes Dr
07/02/2023 20:00:00,0,HY Nelson at Princes Dr
07/02/2023 21:00:00,0,HY Nelson at Princes Dr
07/02/2023 22:00:00,0,HY Nelson at Princes Dr
07/02/2023 23:00:00,0,HY Nelson at Princes Dr
08/02/2023 00:00:00,0,HY Nelson at Princes Dr
08/02/2023 01:00:00,0,HY Nelson at Princes Dr
08/02/2023 02:00:00,0,HY Nelson at Princes Dr
08/02/2023 03:00:00,0,HY Nelson at Princes Dr
08/02/2023 04:00:00,0,HY Nelson at Princes Dr
08/02/2023 05:00:00,0,HY Nelson at Princes Dr
08/02/2023 06:00:00,0,HY Nelson at Princes Dr
08/02/2023 07:00:00,0,HY Nelson at Princes Dr
08/02/2023 08:00:00,0,HY Nelson at Princes Dr
08/02/2023 09:00:00,0,HY Nelson at Princes Dr
08/02/2023 10:00:00,0,HY Nelson at Princes Dr
08/02/2023 11:00:00,0,HY Nelson at Princes Dr
08/02/2023 12:00:00,0,HY Nelson at Princes Dr
08/02/2023 13:00:00,0,HY Nelson at Princes Dr
08/02/2023 14:00:00,0,HY Nelson at Princes Dr
08/02/2023 15:00:00,0,HY Nelson at Princes Dr
08/02/2023 16:00:00,0,HY Nelson at Princes Dr
08/02/2023 17:00:00,0,HY Nelson at Princes Dr
08/02/2023 18:00:00,0,HY Nelson at Princes Dr
08/02/2023 19:00:00,0,HY Nelson at Princes Dr
08/02/2023 20:00:00,0,HY Nelson at Princes Dr
08/02/2023 21:00:00,0,HY Nelson at Princes Dr
08/02/2023 22:00:00,0,HY Nelson at Princes Dr
08/02/2023 23:00:00,0,HY Nelson at Princes Dr
09/02/2023 00:00:00,0,HY Nelson at Princes Dr
09/02/2023 01:00:00,0,HY Nelson at Princes Dr
09/02/2023 02:00:00,0,HY Nelson at Princes Dr
09/02/2023 03:00:00,0,HY Nelson at Princes Dr
09/02/2023 04:00:00,0,HY Nelson at Princes Dr
09/02/2023 05:00:00,0,HY Nelson at Princes Dr
09/02/2023 06:00:00,0,HY Nelson at Princes Dr
09/02/2023 07:00:00,0,HY Nelson at Princes Dr
09/02/2023 08:00:00,0,HY Nelson at Princes Dr
09/02/2023 09:00:00,0,HY Nelson at Princes Dr
09/02/2023 10:00:00,0,HY Nelson at Princes Dr
09/02/2023 11:00:00,0,HY Nelson at Princes Dr
09/02/2023 12:00:00,0,HY Nelson at Princes Dr
09/02/2023 13:00:00,0,HY Nelson at Princes Dr
09/02/2023 14:00:00,0,HY Nelson at Princes Dr
09/02/2023 15:00:00,0,HY Nelson at Princes Dr
09/02/2023 16:00:00,0,HY Nelson at Princes Dr
09/02/2023 17:00:00,0,HY Nelson at Princes Dr
09/02/2023 18:00:00,0,HY Nelson at Princes Dr
09/02/2023 19:00:00,0,HY Nelson at Princes Dr
09/02/2023 20:00:00,0,HY Nelson at Princes Dr
09/02/2023 21:00:00,0,HY Nelson at Princes Dr
09/02/2023 22:00:00,0,HY Nelson at Princes Dr
09/02/2023 23:00:00,0,HY Nelson at Princes Dr
