date,rainfall_mm
2022-05-11,0
2022-05-12,0
2022-05-13,0
2022-05-14,2.216
2022-05-15,10.526
2022-05-16,2.216
2022-05-17,0
2022-05-18,0
2022-05-19,1.108
2022-05-20,14.958
2022-05-21,3.878
2022-05-22,0
2022-05-23,0
2022-05-24,0
2022-05-25,0
2022-05-26,6.094
2022-05-27,0
2022-05-28,0
2022-05-29,0
2022-05-30,32.132
2022-05-31,37.118
2022-06-01,12.742
2022-06-02,2.216
2022-06-03,8.31
2022-06-04,0.554
2022-06-05,16.066
2022-06-06,1.108
2022-06-07,21.606
2022-06-08,8.31
2022-06-09,8.864
2022-06-10,9.972
2022-06-11,4.986
2022-06-12,14.958
2022-06-13,13.85
2022-06-14,1.108
2022-06-15,0
2022-06-16,0
2022-06-17,0
2022-06-18,1.662
2022-06-19,0
2022-06-20,0.554
2022-06-21,0
2022-06-22,0
2022-06-23,0
2022-06-24,11.08
2022-06-25,26.038
2022-06-26,0
2022-06-27,0
2022-06-28,9.972
2022-06-29,0
2022-06-30,0
2022-07-01,0
2022-07-02,0
2022-07-03,0
2022-07-04,0
2022-07-05,4.432
2022-07-06,0
2022-07-07,0.554
2022-07-08,36.564
2022-07-09,2.77
2022-07-10,17.728
2022-07-11,6.254915
2022-07-12,74.07508
2022-07-13,0.554
2022-07-14,0
2022-07-15,0
2022-07-16,0
2022-07-17,0
2022-07-18,1.108
2022-07-19,32.686
2022-07-20,25.639466
2022-07-21,2
2022-07-22,0
2022-07-23,0
2022-07-24,0
2022-07-25,35.21822
2022-07-26,45.78178
2022-07-27,2
2022-07-28,3.5
2022-07-29,0.5
2022-07-30,38.05118
2022-07-31,12.4488189
2022-08-01,0
2022-08-02,0
2022-08-03,5.5
2022-08-04,0
2022-08-05,0
2022-08-06,6
2022-08-07,2
2022-08-08,12.5
2022-08-09,0
2022-08-10,0
2022-08-11,0
2022-08-12,0
2022-08-13,0
2022-08-14,0
2022-08-15,0
2022-08-16,14.5860544
2022-08-17,69.91395
2022-08-18,64
2022-08-19,35
2022-08-20,16
2022-08-21,1
2022-08-22,1
2022-08-23,0
2022-08-24,0
2022-08-25,4.5
2022-08-26,1
2022-08-27,0
2022-08-28,0
2022-08-29,0
2022-08-30,0
2022-08-31,0
2022-09-01,0
2022-09-02,0
2022-09-03,3
2022-09-04,0
2022-09-05,0
2022-09-06,0
2022-09-07,0
2022-09-08,0
2022-09-09,0
2022-09-10,1.5
2022-09-11,2
2022-09-12,6.5
2022-09-13,1.5
2022-09-14,0
2022-09-15,0
2022-09-16,0
2022-09-17,0
2022-09-18,0
