"","site","latitude","longitude","easting","northing","region","rainfall_total","rainfall_total_avg_past5years","rainfall_total_medianhistoric","historic_ratio","summary_at"
"31","HY Riwaka at Takaka Hill",-41.02675142,172.87713449,1589671.00040875,5458266.00027014,"nelsontasman",180.5,204.814186046512,187.18,0.964312426541297,"20221003T0935"
"32","HY Riwaka North at Littles",-41.03639187,172.90792962,1592261.00015207,5457199.000242,"nelsontasman",107.5,147.282962962963,139.43,0.770996198809438,"20221003T0935"
"33","HY Riwaka South at Moss Bush",-41.05259603,172.91781961,1593094.00013742,5455401.00050675,"nelsontasman",92.5,152.304098360656,135.5,0.682656826568266,"20221003T0935"
"34","HY Roding at Caretakers",-41.35673212,173.26180417,1621899.00004871,5421608.00009504,"nelsontasman",132,117.825569620253,107.14,1.23203285420945,"20221003T0935"
"35","HY Tadmor at Mudstone",-41.45071299,172.73628589,1577973.0001952,5411173.99996066,"nelsontasman",122,118.206739130435,114.415,1.06629375518944,"20221003T0935"
"36","HY Takaka at Canaan",-40.93986863,172.90820634,1592273.00037921,5467913.99985066,"nelsontasman",286,313.617931034483,304.91,0.93798169951789,"20221003T0935"
"37","HY Takaka at Harwoods",-41.02973014,172.79824836,1583039.99976497,5457923.00041379,"nelsontasman",187.5,213.231428571429,208.35,0.899928005759539,"20221003T0935"
"38","HY Takaka at Kotinga",-40.87045465,172.80908077,1583911.99959386,5475605.99962929,"nelsontasman",171,175.978064516129,180.77,0.945953421474802,"20221003T0935"
"39","HY Tapawera at WWTP",-41.38490989,172.81869477,1584840.99975892,5418497.00036123,"nelsontasman",126,126,126,1,"20221003T0935"
"40","HY Wai-iti at Belgrove",-41.45536724,172.95803403,1596495.00005276,5410690.00020855,"nelsontasman",117,102.584193548387,110.74,1.05652880621275,"20221003T0935"
"41","HY Wai-iti at Birds",-41.42307963,173.06986475,1605838.00031925,5414273.00040631,"nelsontasman",89,100.652682926829,100.08,0.889288569144684,"20221003T0935"
"42","HY Waimea at TDC Nursery",-41.31367862,173.12623421,1610566.00003528,5426413.00045514,"nelsontasman",75.5,76.5516666666667,72.525,1.04102033781455,"20221003T0935"
"43","HY Waingaro at Hanging Rock",-40.94025713,172.75064585,1579010.00039466,5467844.99954353,"nelsontasman",233,278.507714285714,277.84,0.838612150878203,"20221003T0935"
"44","HY Wairoa at Haycock Rd",-41.39193895,173.13283275,1611105.00025906,5417724.00010519,"nelsontasman",88,92.304,88,1,"20221003T0935"
"45","HY Wairoa at Little Ben",-41.4660541,173.09562148,1607985.00023483,5409499.99976141,"nelsontasman",123,111.636585365854,108.83,1.13020306900671,"20221003T0935"
"46","HY Wakapuaka at Fire Station",-41.21303746,173.39792321,1633358.0003633,5437516.99960034,"nelsontasman",147.5,107.07875,124.755,1.1823173419903,"20221003T0935"
"47","HY Wangapeka at Biggs Tops",-41.41733899,172.40002877,1549860.99996982,5414739.00047283,"nelsontasman",347,342.074411764706,326.06,1.06422130896154,"20221003T0935"
"48","HY Wangapeka at Walter Peak",-41.33998227,172.7653103,1580364.00002367,5423474.00022266,"nelsontasman",132.5,123.993714285714,128.3,1.03273577552611,"20221003T0935"
"49","Awatere at Awapiri",-41.83477611,173.73081669,1660681.00034428,5368310.00048842,"marlborough",46.5,66.3414814814815,62,0.75,"20221003T0935"
"50","Awatere Glenbrae NRFA",-41.65152277,174.05015719,1687444.99968608,5388380.99949193,"marlborough",38.6,55.4666666666667,48.8,0.790983606557377,"20221003T0935"
"51","Beneagle at Farm Stream",-41.58915653,173.9841186,1682024.99965165,5395369.99999684,"marlborough",71.5,68.44,71.055,1.00626275420449,"20221003T0935"
"52","Blenheim at MDC Office",-41.51167038,173.95492702,1679687.00001699,5404000.00050345,"marlborough",38,52.4354838709677,45.5,0.835164835164835,"20221003T0935"
"53","Branch at Branch Recorder",-41.70107442,173.18354863,1615271.99970437,5383395.99975944,"marlborough",82.5,108.708863636364,100.5,0.82089552238806,"20221003T0935"
"54","Flaxbourne at Corrie Downs",-41.80297379,174.13266349,1694093.99981284,5371478.9999959,"marlborough",89.5,58.1575,49.63,1.80334475115857,"20221003T0935"
"55","Kaituna Rainfall at Higgins Bridge",-41.31103626,173.77418073,1664803.00040285,5426425.00008723,"marlborough",87,116.966666666667,100.5,0.865671641791045,"20221003T0935"
"56","Kenepuru Head NRFA",-41.15792839,174.13257009,1695024.00018492,5443092.99993302,"marlborough",192.2,164.266666666667,169,1.13727810650888,"20221003T0935"
"57","Koromiko NRFA",-41.34206742,173.96170794,1680462.00020181,5422823.00038853,"marlborough",185.8,153.833333333333,168.8,1.10071090047393,"20221003T0935"
"58","Lansdowne NRFA",-41.58717814,173.53124809,1644279.99969604,5395921.00009484,"marlborough",88,74.9111111111111,83.4,1.05515587529976,"20221003T0935"
"59","Malings",-42.21730244,172.65240331,1571311.0004082,5326038.0003708,"marlborough",90.5,211.75,195,0.464102564102564,"20221003T0935"
"60","Mid Awatere Valley NRFA",-41.8886627,173.62579244,1651917.00000722,5362396.00018869,"marlborough",28.6,70.7,90.8,0.314977973568282,"20221003T0935"
"61","Molesworth NRFA",-42.08543727,173.26000288,1621503.99984811,5340705.00016325,"marlborough",39,66.98,73.9,0.527740189445196,"20221003T0935"
"62","Omaka at Ramshead Saddle",-41.69689019,173.74738829,1662189.9997942,5383606.9996683,"marlborough",75.5,70.9975,81.4,0.927518427518428,"20221003T0935"
"63","Onamalutu at Bartletts Creek Saddle",-41.48004061,173.64641151,1653967.99993151,5407749.99961724,"marlborough",130,141.645,136.83,0.950084045896368,"20221003T0935"
"64","Onamalutu at Hilltop Road NRFA",-41.44463953,173.72670928,1660704.99964852,5411627.00020493,"marlborough",134.6,122.833333333333,148.1,0.908845374746793,"20221003T0935"
"65","Picton Climate at Waitohi Domain",-41.29043927,174.0024981,1683941.00008001,5428515.99982556,"marlborough",125.2,107.154,118,1.06101694915254,"20221003T0935"
"66","Pudding Hill NRFA",-42.21119707,173.07002393,1605779.99987428,5326772.00054466,"marlborough",48.8,83.08,91.6,0.532751091703057,"20221003T0935"
"67","Rai at Rai Falls",-41.28420906,173.57471142,1648126.0002708,5429533.00055143,"marlborough",170,200.071428571429,170,1,"20221003T0935"
"68","Rai Valley NRFA",-41.21450897,173.62446543,1652347.9995907,5437242.00035474,"marlborough",208.6,167.04,168.9,1.23505032563647,"20221003T0935"
"69","Rarangi at Driving Range",-41.40265282,174.04127111,1687038.00016413,5416020.00006937,"marlborough",63.61,73.1284615384615,68.24,0.93215123094959,"20221003T0935"
"70","Red Hills",-41.70015196,173.03771395,1603137.99974516,5383514.00037847,"marlborough",113.5,98.0882352941177,84.5,1.34319526627219,"20221003T0935"
"71","St Arnaud NRFA",-41.80435253,172.8429533,1586953.9996068,5371934.00009066,"marlborough",138.2,139.777777777778,138.2,1,"20221003T0935"
"72","Taylor at Taylor Pass Landfill",-41.56407676,173.93270765,1677769.99977907,5398202.0005419,"marlborough",55,50.2258823529412,55,1,"20221003T0935"
"73","Taylor at Tinpot",-41.62887685,173.88335201,1673580.99999981,5391050.99958108,"marlborough",95,83.6448,74.05,1.2829169480081,"20221003T0935"
"74","Te Rapa",-41.88979678,174.08146118,1689718.99967724,5361894.00033519,"marlborough",125,83.7792857142857,86.405,1.44667553960998,"20221003T0935"
"75","Top Valley at Staircase Ridge",-41.56538793,173.37093347,1630927.99993752,5398409.9997548,"marlborough",120,133.907894736842,126.21,0.950796291894462,"20221003T0935"
"76","Tor Darroch NRFA",-41.70555339,173.50666814,1642154.00003042,5382791.00013327,"marlborough",78.6,68.2,78.6,1,"20221003T0935"
"77","Tunakino",-41.1561398,173.65494681,1654951.9997424,5443703.00016949,"marlborough",223.5,212.21880952381,201.85,1.10725786475105,"20221003T0935"
"78","Upper Clarence NRFA",-42.21155973,173.41687461,1634410.00039787,5326650.00039829,"marlborough",28,62.9428571428571,62.6,0.447284345047923,"20221003T0935"
"79","Waihopai at Craiglochart",-41.62036754,173.68945125,1657436.99988482,5392143.00013274,"marlborough",54,55.7134285714286,54,1,"20221003T0935"
"80","Waihopai at Spray Confluence",-41.73038525,173.46861471,1638972.99974913,5380051.9997235,"marlborough",65.35,73.5268571428571,66.5,0.982706766917293,"20221003T0935"
"81","Waikakaho",-41.43138147,173.89755697,1674992.00037843,5412964.99945299,"marlborough",88,88.0369230769231,88,1,"20221003T0935"
"82","Waikawa at Boons Valley",-41.29837722,174.0437912,1687388.00021702,5427594.00052937,"marlborough",119,140.769230769231,144,0.826388888888889,"20221003T0935"
"83","Wairau at Narrows",-41.51603498,173.69715129,1658172.00000798,5403720.99949673,"marlborough",79,76.94,80.5,0.981366459627329,"20221003T0935"
"84","Wairau Valley at Southwold",-41.54499954,173.575624,1648010.00031744,5400580.00029278,"marlborough",70.5,80.5629,72.115,0.977605213894474,"20221003T0935"
"85","Wakamarina at Twin Falls",-41.3298228,173.66212055,1655407.00023893,5424416.99949464,"marlborough",175,179.755625,185.6,0.942887931034483,"20221003T0935"
"86","Ward NRFA",-41.83861546,174.0772266,1689438.99986067,5367580.99986735,"marlborough",87,82.375,74.4,1.16935483870968,"20221003T0935"
"87","Wye at Charlies Rest",-41.70550427,173.31012606,1625802.00019197,5382873.99945477,"marlborough",89.5,82.9168,80.75,1.10835913312693,"20221003T0935"
"88","Ahaura Rv @ Gorge WCRC",-42.43452185,171.7306149,1495590.00027764,5301196.99951559,"westcoast",150.5,193.6935,166.25,0.905263157894737,"20221003T0935"
"89","Cropp Rv @ Base OTA",-43.07592803,170.96413412,1434261.99998615,5228742.0000647,"westcoast",693.28,1012.045,978.13,0.708781041374868,"20221003T0935"
"90","Grey Rv @ WCRC Office2",-42.49880151,171.17315402,1449890.00033893,5293223.00020702,"westcoast",133,210.5,219.75,0.605233219567691,"20221003T0935"
"91","Haast Rv @ Roaring Billy WCRC",-43.94249579,169.29806163,1302905.99980475,5127849.00043909,"westcoast",464.77,620.6475,600.68,0.773739761603516,"20221003T0935"
"92","Hokitika Rv @ Colliers Ck",-42.98914446,170.9949069,1436537.00026185,5238439.99961704,"westcoast",560.76,684.665,711.88,0.787717030960274,"20221003T0935"
"93","Hokitika Rv @ Gorge WCRC",-42.95530492,171.02078228,1438557.99978904,5242247.99985215,"westcoast",389.94,512.8675,516.22,0.755375615047848,"20221003T0935"
"94","Mokihinui Rv @ Stoney Ck",-41.57110997,172.25056099,1537517.99978653,5397570.00023345,"westcoast",312.5,504.7475,483.245,0.646669908638475,"20221003T0935"
"95","Orikaka Rv @ Plateau Stm",-41.7236643,171.93663422,1511554.00032764,5380357.99971899,"westcoast",365,515.6275,485.25,0.752189592993302,"20221003T0935"
"96","Sirdar Ck @ Paparoa",-42.03307846,171.57654935,1482172.99971009,5345570.99952354,"westcoast",346,625.25,658,0.525835866261398,"20221003T0935"
"97","Styx Rv @ Mt Browning new",-42.90736017,171.29953093,1461187.99967079,5248070.00018409,"westcoast",568.16,873.9125,837.995,0.677999272072029,"20221003T0935"
