"","site","latitude","longitude","easting","northing","region","rainfall_total","rainfall_total_avg_past5years","rainfall_total_medianhistoric","historic_ratio","summary_at"
"15","HY Little Devil at Tarn",-40.98132244,172.65797463,1571226.99994536,5463259.99974976,"nelsontasman",341.14,333.527333333333,291,1.17230240549828,"20220912T1029"
"16","HY Maitai at Forks",-41.29309293,173.37000785,1630979.99961959,5428639.99945299,"nelsontasman",138.55,172.857142857143,138.55,1,"20220912T1029"
"17","HY Matakitaki at Horse Terrace Br",-42.00867992,172.35683832,1546742.0000138,5349059.99956322,"nelsontasman",95.9,182.7925,184.14,0.520799391767134,"20220912T1029"
"18","HY Motueka at Gorge",-41.63297696,172.91346089,1592792.00040098,5390968.99983397,"nelsontasman",66.31,112.138285714286,102.5,0.646926829268293,"20220912T1029"
"19","HY Motueka at Parker St",-41.10566512,172.9996189,1599968.00014723,5449512.99955609,"nelsontasman",121.28,139.042,121.28,1,"20220912T1029"
"20","HY Motueka at Red Hills",-41.70016099,173.03765387,1603133.0003336,5383513.00002761,"nelsontasman",96.52,103.218421052632,96.52,1,"20220912T1029"
"21","HY Motueka at Woodmans Bend",-41.12398843,172.95682822,1596375.99965035,5447477.99976986,"nelsontasman",144.28,132.812,136.17,1.05955790555923,"20220912T1029"
"22","HY Motueka at Woodstock",-41.25748375,172.82267643,1585145.00014952,5432643.99979522,"nelsontasman",141.17,137.098529411765,133.47,1.05769086686147,"20220912T1029"
"23","HY Motupiko at Christies",-41.61900492,172.80792179,1583997.9999364,5392505.99960006,"nelsontasman",65,108.248787878788,104.55,0.621712099473936,"20220912T1029"
"24","HY Motupipi at Reillys Bridge",-40.85607621,172.8316055,1585807.00027409,5477206.00034618,"nelsontasman",164.56,200.908125,192.18,0.856280570298678,"20220912T1029"
"25","HY Moutere at Kellings Rd",-41.25753005,173.00614754,1600514.99990673,5432654.00041794,"nelsontasman",106.25,101.219833333333,97.6,1.08862704918033,"20220912T1029"
"26","HY Nelson at Founders Park",-41.26167277,173.29556602,1624759.00014697,5432152.00023211,"nelsontasman",89.41,114.889,88.135,1.01446644352414,"20220912T1029"
"27","HY Nelson at Princes Dr",-41.28310651,173.2562315,1621457.0001364,5429782.99973666,"nelsontasman",95.56,99.0629411764706,95.56,1,"20220912T1029"
"28","HY Orphanage at Ngawhatu",-41.32394537,173.23181217,1619399.99994879,5425255.00049325,"nelsontasman",82.19,95.9126315789474,82,1.00231707317073,"20220912T1029"
"29","HY Richmond Weather at Race Course",-41.3273262,173.1854713,1615521.00034641,5424889.00002845,"nelsontasman",78.32,91.968125,73.06,1.07199562003832,"20220912T1029"
"30","HY Richmond Weather at TDC Roof",-41.34182694,173.18650448,1615604.00024751,5423279.00006531,"nelsontasman",77.01,92.0096428571429,81.5,0.944907975460123,"20220912T1029"
"31","HY Riwaka at Takaka Hill",-41.02675142,172.87713449,1589671.00040875,5458266.00027014,"nelsontasman",207.48,239.387441860465,222,0.934594594594595,"20220912T1029"
"32","HY Riwaka North at Littles",-41.03639187,172.90792962,1592261.00015207,5457199.000242,"nelsontasman",204.16,190.281111111111,189.36,1.07815800591466,"20220912T1029"
"33","HY Riwaka South at Moss Bush",-41.05259603,172.91781961,1593094.00013742,5455401.00050675,"nelsontasman",171.41,184.834590163934,177.04,0.968199276999548,"20220912T1029"
"34","HY Roding at Caretakers",-41.35673212,173.26180417,1621899.00004871,5421608.00009504,"nelsontasman",104.39,133.13253164557,114.25,0.913698030634573,"20220912T1029"
"35","HY Tadmor at Mudstone",-41.45071299,172.73628589,1577973.0001952,5411173.99996066,"nelsontasman",96.26,110.844782608696,110.095,0.874335800899223,"20220912T1029"
"36","HY Takaka at Canaan",-40.93986863,172.90820634,1592273.00037921,5467913.99985066,"nelsontasman",326.45,350.134827586207,326.45,1,"20220912T1029"
"37","HY Takaka at Harwoods",-41.02973014,172.79824836,1583039.99976497,5457923.00041379,"nelsontasman",169.62,237.586285714286,215.5,0.787099767981439,"20220912T1029"
"38","HY Takaka at Kotinga",-40.87045465,172.80908077,1583911.99959386,5475605.99962929,"nelsontasman",188.26,201.473870967742,177.54,1.06038075926552,"20220912T1029"
"39","HY Wai-iti at Belgrove",-41.45536724,172.95803403,1596495.00005276,5410690.00020855,"nelsontasman",67.42,99.7029032258065,102.88,0.655326594090202,"20220912T1029"
"40","HY Wai-iti at Birds",-41.42307963,173.06986475,1605838.00031925,5414273.00040631,"nelsontasman",96.71,96.7851219512195,96.68,1.00031030202731,"20220912T1029"
"41","HY Waimea at TDC Nursery",-41.31367862,173.12623421,1610566.00003528,5426413.00045514,"nelsontasman",95.86,86.6588888888889,81.745,1.17267111138296,"20220912T1029"
"42","HY Waingaro at Hanging Rock",-40.94025713,172.75064585,1579010.00039466,5467844.99954353,"nelsontasman",283.81,308.470285714286,283.81,1,"20220912T1029"
"43","HY Wairoa at Haycock Rd",-41.39193895,173.13283275,1611105.00025906,5417724.00010519,"nelsontasman",94.25,130.224,94.25,1,"20220912T1029"
"44","HY Wairoa at Little Ben",-41.4660541,173.09562148,1607985.00023483,5409499.99976141,"nelsontasman",84.79,103.504146341463,88.58,0.957213818017611,"20220912T1029"
"45","HY Wakapuaka at Fire Station",-41.21303746,173.39792321,1633358.0003633,5437516.99960034,"nelsontasman",121.23,186.90125,128.155,0.945963871873903,"20220912T1029"
"46","HY Wangapeka at Biggs Tops",-41.41733899,172.40002877,1549860.99996982,5414739.00047283,"nelsontasman",237.26,302.047941176471,307.83,0.770750089335022,"20220912T1029"
"47","HY Wangapeka at Walter Peak",-41.33998227,172.7653103,1580364.00002367,5423474.00022266,"nelsontasman",150.58,139.393428571429,142.29,1.05826129735048,"20220912T1029"
"48","Awatere at Awapiri",-41.83477611,173.73081669,1660681.00034428,5368310.00048842,"marlborough",26.9,69.9392307692308,59.5,0.452100840336134,"20220912T1029"
"49","Awatere Glenbrae NRFA",-41.65152277,174.05015719,1687444.99968608,5388380.99949193,"marlborough",49.6,45.6444444444444,50.8,0.976377952755906,"20220912T1029"
"50","Beneagle at Farm Stream",-41.58915653,173.9841186,1682024.99965165,5395369.99999684,"marlborough",52.71,68.5814285714286,60.36,0.873260437375746,"20220912T1029"
"51","Blenheim at MDC Office",-41.51167038,173.95492702,1679687.00001699,5404000.00050345,"marlborough",45,56.6896551724138,53,0.849056603773585,"20220912T1029"
"52","Branch at Branch Recorder",-41.70107442,173.18354863,1615271.99970437,5383395.99975944,"marlborough",81.08,104.889347826087,102.1,0.794123408423115,"20220912T1029"
"53","Flaxbourne at Corrie Downs",-41.80297379,174.13266349,1694093.99981284,5371478.9999959,"marlborough",29.31,71.736,57.5,0.509739130434783,"20220912T1029"
"54","Kaituna Rainfall at Higgins Bridge",-41.31103626,173.77418073,1664803.00040285,5426425.00008723,"marlborough",107,147.25,138.75,0.771171171171171,"20220912T1029"
"55","Kenepuru Head NRFA",-41.15792839,174.13257009,1695024.00018492,5443092.99993302,"marlborough",132.6,177.15,147.3,0.90020366598778,"20220912T1029"
"56","Koromiko NRFA",-41.34206742,173.96170794,1680462.00020181,5422823.00038853,"marlborough",108.2,157.2,135.1,0.800888230940044,"20220912T1029"
"57","Lansdowne NRFA",-41.58717814,173.53124809,1644279.99969604,5395921.00009484,"marlborough",65,91.0222222222222,89.8,0.723830734966592,"20220912T1029"
"58","Malings",-42.21730244,172.65240331,1571311.0004082,5326038.0003708,"marlborough",54.5,152.75,157,0.347133757961783,"20220912T1029"
"59","Mid Awatere Valley NRFA",-41.8886627,173.62579244,1651917.00000722,5362396.00018869,"marlborough",23.8,63.5666666666667,74.1,0.321187584345479,"20220912T1029"
"60","Molesworth NRFA",-42.08543727,173.26000288,1621503.99984811,5340705.00016325,"marlborough",26,54.6,46.6,0.55793991416309,"20220912T1029"
"61","O Dwyers Road NRFA",-41.46707339,173.92314896,1677088.00037652,5408979.99957146,"marlborough",62,56.0657142857143,68,0.911764705882353,"20220912T1029"
"62","Omaka at Ramshead Saddle",-41.69689019,173.74738829,1662189.9997942,5383606.9996683,"marlborough",56.64,80.5759375,69.03,0.82051282051282,"20220912T1029"
"63","Onamalutu at Bartletts Creek Saddle",-41.48004061,173.64641151,1653967.99993151,5407749.99961724,"marlborough",113.07,162.420322580645,134.5,0.840669144981413,"20220912T1029"
"64","Onamalutu at Hilltop Road NRFA",-41.44463953,173.72670928,1660704.99964852,5411627.00020493,"marlborough",96.6,174.525,180.45,0.535328345802161,"20220912T1029"
"65","Picton Climate at Waitohi Domain",-41.29043927,174.0024981,1683941.00008001,5428515.99982556,"marlborough",90.2,88.41,93,0.96989247311828,"20220912T1029"
"66","Pudding Hill NRFA",-42.21119707,173.07002393,1605779.99987428,5326772.00054466,"marlborough",26.2,57.52,48.2,0.54356846473029,"20220912T1029"
"67","Rai at Rai Falls",-41.28420906,173.57471142,1648126.0002708,5429533.00055143,"marlborough",198.99,210.040454545455,148,1.34452702702703,"20220912T1029"
"68","Rai Valley NRFA",-41.21450897,173.62446543,1652347.9995907,5437242.00035474,"marlborough",172.2,234.26,185,0.930810810810811,"20220912T1029"
"69","Rarangi at Driving Range",-41.40265282,174.04127111,1687038.00016413,5416020.00006937,"marlborough",78.91,95.3815384615385,93.78,0.841437406696524,"20220912T1029"
"70","Red Hills",-41.70015196,173.03771395,1603137.99974516,5383514.00037847,"marlborough",99.5,93.1022222222222,95.5,1.04188481675393,"20220912T1029"
"71","St Arnaud NRFA",-41.80435253,172.8429533,1586953.9996068,5371934.00009066,"marlborough",71,117,147,0.482993197278912,"20220912T1029"
"72","Taylor at Taylor Pass Landfill",-41.56407676,173.93270765,1677769.99977907,5398202.0005419,"marlborough",40.89,68.9352941176471,55.59,0.735563950350782,"20220912T1029"
"73","Taylor at Tinpot",-41.62887685,173.88335201,1673580.99999981,5391050.99958108,"marlborough",63.27,92.7317647058824,75.5,0.838013245033113,"20220912T1029"
"74","Te Rapa",-41.88979678,174.08146118,1689718.99967724,5361894.00033519,"marlborough",30.15,82.4228571428571,78.25,0.385303514376997,"20220912T1029"
"75","Top Valley at Staircase Ridge",-41.56538793,173.37093347,1630927.99993752,5398409.9997548,"marlborough",92.31,147.500810810811,121.5,0.759753086419753,"20220912T1029"
"76","Tor Darroch NRFA",-41.70555339,173.50666814,1642154.00003042,5382791.00013327,"marlborough",52.6,92.9333333333333,85.4,0.615925058548009,"20220912T1029"
"77","Tunakino",-41.1561398,173.65494681,1654951.9997424,5443703.00016949,"marlborough",219.27,244.179024390244,200.5,1.09361596009975,"20220912T1029"
"78","Upper Clarence NRFA",-42.21155973,173.41687461,1634410.00039787,5326650.00039829,"marlborough",16.4,43.1428571428571,34.2,0.47953216374269,"20220912T1029"
"79","Waihopai at Craiglochart",-41.62036754,173.68945125,1657436.99988482,5392143.00013274,"marlborough",43.66,62.4394285714286,46,0.949130434782609,"20220912T1029"
"80","Waihopai at Spray Confluence",-41.73038525,173.46861471,1638972.99974913,5380051.9997235,"marlborough",52.03,79.5742857142857,75,0.693733333333333,"20220912T1029"
"81","Waikakaho",-41.43138147,173.89755697,1674992.00037843,5412964.99945299,"marlborough",75.45,97.3576923076923,82,0.920121951219512,"20220912T1029"
"82","Waikawa at Boons Valley",-41.29837722,174.0437912,1687388.00021702,5427594.00052937,"marlborough",132,138.154444444444,132,1,"20220912T1029"
"83","Wairau at Narrows",-41.51603498,173.69715129,1658172.00000798,5403720.99949673,"marlborough",49.5,96.46,85,0.582352941176471,"20220912T1029"
"84","Wairau Valley at Southwold",-41.54499954,173.575624,1648010.00031744,5400580.00029278,"marlborough",70.35,94.6863,85.275,0.824978012313105,"20220912T1029"
"85","Wakamarina at Twin Falls",-41.3298228,173.66212055,1655407.00023893,5424416.99949464,"marlborough",151.69,182.239375,160.45,0.94540355250857,"20220912T1029"
"86","Ward NRFA",-41.83861546,174.0772266,1689438.99986067,5367580.99986735,"marlborough",31.8,54.425,50.6,0.628458498023715,"20220912T1029"
"87","Wye at Charlies Rest",-41.70550427,173.31012606,1625802.00019197,5382873.99945477,"marlborough",63.6,80.5371111111111,74.5,0.853691275167785,"20220912T1029"
"88","Ahaura Rv @ Gorge WCRC",-42.43452185,171.7306149,1495590.00027764,5301196.99951559,"westcoast",168.5,148.082,162,1.04012345679012,"20220912T1029"
"89","Arnold Rv @ Moana",-42.57714236,171.479685,1475234.00020359,5285020.99946149,"westcoast",236,209.782222222222,218.75,1.07885714285714,"20220912T1029"
"90","Buller Rv @ Bald Hill",-41.80666803,171.57903321,1481961.99992449,5370713.00047334,"westcoast",194,288.875,294,0.659863945578231,"20220912T1029"
"91","Buller Rv @ Three Channel Flat",-41.85119853,171.98310787,1515587.0000385,5366245.00046609,"westcoast",145,231.68,241.11,0.601385259839907,"20220912T1029"
"92","Cropp Rv @ Base OTA",-43.07592803,170.96413412,1434261.99998615,5228742.0000647,"westcoast",646.43,943.795,816.825,0.791393505340801,"20220912T1029"
"93","Grey Rv @ Conical Hill new",-42.36780072,171.9951347,1517259.9997401,5308897.00011533,"westcoast",131,170.5,159.5,0.821316614420063,"20220912T1029"
"94","Grey Rv @ Haupiri",-42.59546333,171.72344047,1495268.99991864,5283317.00030224,"westcoast",228.54,299.135,308.75,0.740210526315789,"20220912T1029"
"95","Grey Rv @ Ngahere",-42.39638682,171.4372183,1471378.99988192,5305028.99988649,"westcoast",208.5,291.375,294.25,0.708581138487681,"20220912T1029"
"96","Grey Rv @ WCRC Office2",-42.49880151,171.17315402,1449890.00033893,5293223.00020702,"westcoast",205,274.5,287,0.714285714285714,"20220912T1029"
"97","Haast Rv @ Deelaw",-43.89998075,169.14675768,1290542.00006608,5132015.00002313,"westcoast",463.98,471.34,443.24,1.0467918057937,"20220912T1029"
"98","Haast Rv @ Roaring Billy WCRC",-43.94249579,169.29806163,1302905.99980475,5127849.00043909,"westcoast",402.88,530.1525,482.19,0.835521267550136,"20220912T1029"
"99","Hokitika Rv @ Colliers Ck",-42.98914446,170.9949069,1436537.00026185,5238439.99961704,"westcoast",487.1,751.335,648,0.751697530864198,"20220912T1029"
"100","Hokitika Rv @ Gorge WCRC",-42.95530492,171.02078228,1438557.99978904,5242247.99985215,"westcoast",411.47,563.8825,492.5,0.835472081218274,"20220912T1029"
"101","Inangahua Rv @ Landing",-41.91135934,171.89402319,1508278.00039882,5359474.00029339,"westcoast",122.5,269.875,300.25,0.407993338884263,"20220912T1029"
"102","Karamea Rv @ Garibaldi",-41.23477402,172.41271509,1550783.99985464,5435014.00040059,"westcoast",385,476.75,412.25,0.933899332929048,"20220912T1029"
"103","Karamea Rv @ Township",-41.24518178,172.13004649,1527107.00009861,5433660.00005989,"westcoast",145,226.125,238.5,0.607966457023061,"20220912T1029"
"104","Maruia Rv @ Springs Junction",-42.3340597,172.18017381,1532460.00030362,5312806.9998212,"westcoast",131,235.375,261.25,0.501435406698565,"20220912T1029"
"105","Mawheraiti Rv @ Atarau Br",-42.27241154,171.66909483,1490247.99983837,5319119.99944583,"westcoast",134.5,194.3325,154.915,0.868218055062454,"20220912T1029"
"106","Mokihinui Rv @ Stoney Ck",-41.57110997,172.25056099,1537517.99978653,5397570.00023345,"westcoast",259,486.375,521,0.497120921305182,"20220912T1029"
"107","Orikaka Rv @ Plateau Stm",-41.7236643,171.93663422,1511554.00032764,5380357.99971899,"westcoast",214.99,484.6225,457.5,0.46992349726776,"20220912T1029"
"108","Reefton @ Township",-42.11569947,171.860115,1505768.00004729,5336748.99968822,"westcoast",111.5,206.25,218.75,0.509714285714286,"20220912T1029"
"109","Ross @ Township",-42.9003443,170.82128998,1422127.00037543,5247949.00032053,"westcoast",349.5,377.625,349,1.00143266475645,"20220912T1029"
"110","Sirdar Ck @ Paparoa",-42.03307846,171.57654935,1482172.99971009,5345570.99952354,"westcoast",461.5,582.875,588.5,0.784197111299915,"20220912T1029"
"111","Styx Rv @ Mt Browning new",-42.90736017,171.29953093,1461187.99967079,5248070.00018409,"westcoast",536.01,766.4625,692.755,0.773736746757512,"20220912T1029"
"112","Waiho Rv @ SH6",-43.39380089,170.18003091,1371617.00035479,5191590.00039056,"westcoast",344,475.37,420.75,0.817587641117053,"20220912T1029"
